Class,feat 0,feat 1,feat 2,feat 3,feat 4,feat 5,feat 6,feat 7,feat 8,feat 9,feat 10,feat 11,feat 12,feat 13,feat 14,feat 15,feat 16,feat 17,feat 18,feat 19,feat 20,feat 21,feat 22,feat 23,feat 24,feat 25,feat 26,feat 27,feat 28,feat 29,feat 30,feat 31,feat 32,feat 33,feat 34,feat 35,feat 36,feat 37,feat 38,feat 39,feat 40,feat 41,feat 42,feat 43,feat 44,feat 45,feat 46,feat 47,feat 48,feat 49,feat 50,feat 51,feat 52,feat 53,feat 54,feat 55,feat 56,feat 57,feat 58,feat 59,feat 60,feat 61,feat 62,feat 63,feat 64,feat 65,feat 66,feat 67,feat 68,feat 69,feat 70,feat 71,feat 72,feat 73,feat 74,feat 75,feat 76,feat 77,feat 78,feat 79,feat 80,feat 81,feat 82,feat 83,feat 84,feat 85,feat 86,feat 87,feat 88,feat 89,feat 90,feat 91,feat 92,feat 93,feat 94,feat 95,feat 96,feat 97,feat 98,feat 99,Cognition_Score
0.0,-3.1502716689591224,10.261615413632049,5.704677397775901,-0.2823536102297033,-6.631691973977353,-8.422712149397766,-7.957543830922334,6.842818703524615,1.8615253624542825,4.232929469597949,-8.066718409488796,8.501451157685672,7.439737103986768,-5.1504273441647825,-6.583118208126356,-5.504884294105707,-3.4877947565166005,1.5622710525305195,-2.006207170423872,-4.464252117082798,2.9204696984822855,-6.571030461088991,-1.9223507292388655,-1.909828627139114,-2.4388012732203044,7.943494743813919,-6.330793009751271,0.5918779184731114,3.3885542751467472,-9.506469037756581,2.651035209058381,-7.776031526559666,-8.21536906469418,9.73990992138649,10.594306293489995,6.233889205308946,-2.3341645086509293,-8.908967118244853,3.596928930527887,-0.26419129725057544,-6.741779729413551,-1.4202191874823074,-7.138837134082728,6.931024094760891,-4.131957636764723,4.558695927173638,-3.4285211612337676,1.112283412297816,3.1580698825611973,-6.070510743370254,9.012716144916842,7.125027120071243,9.747701568160394,7.373336070691987,1.8774107942317266,9.093170265829341,-6.340190942659495,-5.330079959305444,-9.519032945256118,-3.9073017123591907,-2.591688223702443,-3.228483054094727,5.530967949897543,-1.9910260844694334,-3.4418402108278006,2.7872358081142488,-5.9811265326492675,8.180677865958533,-9.213601789052763,9.315439206672103,6.3204634452328685,-6.975518447575144,-8.823442233594756,7.339934862070983,4.374941581216483,4.9499238302565125,6.032239754304255,-7.138547080219509,-3.4578966752127047,-8.173593069578285,7.795132200049521,0.05483556060028638,-2.2145065886667625,-7.197896306479095,-5.022236807099526,-2.811186003585595,3.938650042922494,1.6115884239681175,8.157506323968414,0.5651641989523852,-7.903643348333707,2.545048371258553,6.099674499499783,1.962970847014271,5.2937665848606175,0.8803641129682114,0.5958861072068036,-3.3711867652592673,-9.652453864118941,-7.761145270950801,44.15880457550771
1.0,-3.0339012800860305,9.535531309939627,5.903635760359569,3.9599505504118726,-7.089919461640235,-6.368992511699239,-7.218067383562871,8.403418976672999,1.7769305298954419,4.85463855981875,-7.3980986337455175,10.559929065084358,7.682814841983713,-5.894441984736973,-5.382969049057705,-7.085531711212855,-4.166508966066796,2.0008171094185805,-1.6747355409827123,-5.163337723338792,2.7296142019584004,-6.471407354910388,-3.689002343327422,-3.217315891781662,0.8827360200788108,6.1735357716803145,-5.170437604477572,0.04393665421779189,2.585453485750633,-9.398113955355413,4.927580176018281,-7.3020457768383045,-8.337855376404887,11.745364078777216,8.241226482033792,6.115373308377577,-2.83295810820401,-6.3020519668706605,3.9084730487247668,-0.049959306382112656,-7.654625777558102,1.2379304621793707,-8.377063831756395,8.803823119972616,-4.336857950086627,5.585320475171267,-2.2516705003327306,1.384480189132259,2.255987932673774,-6.380558330764395,10.524564798757469,8.404540055648527,9.23014219822759,8.926753011495899,2.9858903275743423,8.816652876597407,-7.158893285588874,-4.631746584160939,-9.28508745768885,-1.370642939558274,-0.19712924006481325,-5.49424344035594,6.43407302335238,-3.5001587191517283,-5.0886981176494235,1.9112098855905377,-6.242268281229045,7.271626479046074,-7.346761415639121,11.293901355660315,3.8750979433636656,-6.54489751148121,-11.185483192419584,5.629162324434365,3.731257392725552,4.247674433223701,6.034532029611813,-7.610164201729963,-1.7897636155156131,-8.327156483548519,6.974090286277672,4.3138244614673855,-3.988461334863046,-8.23038228521743,-2.583680324795915,-2.012764875321707,5.077729703268199,2.8318985143855575,9.385726955957718,0.23050907195424808,-7.0475880872581085,4.782342100955143,5.87256982769874,2.091086627527219,6.5938477452833775,1.8028406193422557,1.1513655483109413,0.3027555433789648,-10.495675887927993,-6.670616147506328,41.28629256858579
2.0,-2.865952329000787,8.874446213007275,3.5711158212796654,4.075491347087651,-8.217138112358464,-7.833957717472608,-7.763728686211413,8.735067872714284,0.6525649981579049,6.125820213689821,-9.445077465098853,10.936497211880372,7.925108811093505,-6.3153927690109315,-7.088999689461474,-4.763982381617295,-4.890319071185861,1.919216121510589,-1.3832224842622998,-5.094003073947249,1.6625736973531828,-9.828608196376075,-5.991284368785568,-1.2968820894755158,0.5766034364700507,3.6879605750016675,-6.639768899342003,-0.38808259295876557,1.060751161156245,-12.073361144522123,1.9299096335713548,-5.869605581060327,-9.97861625437353,6.886374619801817,7.991259266794525,7.689260953852266,-5.09275906711673,-8.58683771370147,4.26607273891055,-2.5193685404325734,-8.063384942352542,0.7889975326608173,-12.349470963680275,7.937877976943526,-5.734232145016832,1.407886742457046,-3.4220661658581957,-0.05736879864875938,-0.19012966268722842,-4.930423270706777,9.476995554687363,4.803329970419143,10.996974657589288,5.981791685867466,2.217231627409257,9.397711450074564,-10.269119284824487,-4.244652274045589,-9.552775102188402,-5.397850290721862,-0.26229540491088676,-5.535825457010411,6.569175517168919,-2.9580302289440157,-4.528257924914976,1.0984923292969977,-6.206117181576146,3.5927941112670383,-8.546763829795518,9.736355883234845,4.39081760092073,-7.292823349705751,-9.32225641127006,7.067137154857341,4.8628616053585665,3.1768067139818403,6.249628709738027,-7.846150952294248,-1.961011128438128,-6.940894345101112,5.231934901026847,2.1525574771772806,-2.864978444472948,-9.77100347174898,-4.356644215613801,-4.227680067440548,5.989973361769154,3.17477357844011,7.989668391568869,-0.7610918142486316,-8.956107053149545,2.8565325486749074,4.522968209372077,1.5076254471215371,4.929280865406438,-1.4054840256161896,-0.2460243735385479,-1.7152170077068394,-8.092362798345048,-7.282288291729636,36.55410329577295
3.0,-3.1582296596104635,8.299503698569112,4.930959846373012,-1.0280379589856747,-8.23584016957675,-6.473136859358926,-9.798235888417292,5.006061416459394,0.9529215569533942,4.40907183599087,-11.40316387558595,9.275561322194449,5.947745202907898,-5.873931728210968,-6.739667835087012,-7.67966378746227,-4.617048360411437,-0.763210537754266,-2.449764681330042,-5.414876660940083,2.0233120629713612,-8.08709640926396,-5.672507244629491,-2.5980075933141036,-1.4407683392387294,5.896926976100357,-7.2522936679372805,-0.3627323351391404,1.4461097829867984,-9.873476840838869,1.4052161667682719,-6.983564228964571,-9.326186834780753,6.515966541004078,9.517682385651813,6.8172808893713945,-3.530323009697516,-7.5601110670729454,3.508005050232509,-0.5776543187317535,-7.200374029972189,-0.8008918196435095,-10.742062528566004,7.117429713300684,-3.9736160869572936,3.2244477885000533,-5.286809345881675,-0.6898221852079882,1.2592760023873686,-4.7644448039267875,9.207965039535518,3.6101755025948616,8.336617409399048,7.100179790287767,0.1340732750701592,7.241565785794636,-7.726478002901826,-6.8395379697793,-8.36940699103052,-1.511214894053826,-1.3639553745510353,-2.421570770010096,4.262813100759585,-3.3945533906843512,-5.11015405669944,-1.7917183669974577,-6.560484440291084,5.125094212759382,-7.414452899631801,8.833783596642242,5.884038001413124,-6.396437687225897,-11.316600391689331,5.403453365746184,4.054900694130028,3.46890267982803,3.82336955284045,-10.483267721210701,-2.6611985097932083,-9.795471125545735,7.495190552475025,2.952396228766736,-2.6281361427188252,-8.89006605627949,-4.582728723623697,-3.0281605319497076,4.880099628135218,1.8947559374646912,7.934554132677491,-2.578554926652043,-6.696021760091524,2.7953770336442814,5.681091873707706,-0.49054573163183957,4.098840359485171,-0.23045453268903854,-1.2386043162178588,-1.4977991060227058,-10.061680562953631,-8.962781135494415,50.87623355518302
4.0,-1.1004273697779756,8.784779685642764,5.261776938050909,4.03550033945732,-6.1480735914216345,-7.442878119071308,-9.593214404944966,9.677764363997102,2.151721562019038,2.677099027858078,-8.184286889989082,8.851579083913585,5.367883540659819,-6.001477275513076,-6.378533612461132,-5.383171094386204,-1.9678137177194097,3.5692178779435215,0.5427653362441194,-3.970131032429987,4.206370557243525,-7.9101616631675995,-2.8216122461712345,-3.481615329665719,-0.14133090722735897,7.822758422229585,-6.142054646952706,1.6380437896189752,3.3866252603305553,-10.346151427242997,1.064018729905128,-7.547443940418591,-9.52856250296962,10.557309548579495,8.337524857652703,7.005973922945022,-4.468250757879747,-6.743932048644765,5.665434217712177,1.2351568484225357,-8.52394488547239,1.0502153197931925,-9.43930774856365,7.810416589957041,-4.839721656436316,3.5093486770311815,-3.056977537599619,0.08932165244845619,0.2832213684806175,-6.681507794717502,9.167957918623658,4.460355021480853,8.602710348187331,9.500486000431902,3.519997441883909,7.6102266665274705,-10.927391214893783,-6.687890533012098,-8.694999620246588,-3.9234887914718697,-1.8539943758234065,-3.5713572294397666,6.2725865690785465,-3.6693662936295515,-3.6908807397375036,0.4622595514123507,-9.661878050196298,7.712292556092849,-8.345943379859747,9.579057041385981,5.516882299203352,-4.8990693243641585,-10.332140925659358,6.065571713705348,4.2093617328252595,5.533352343309879,4.616233791058303,-8.00524737067812,-4.040079277238791,-7.621730104498089,7.926857705182815,3.5839619443123256,-2.7224768929375642,-6.369287283453297,-2.0127864487932934,-3.436489697428003,3.732992248867758,3.1810672962136715,6.771932600155008,0.7147080548859719,-8.260096024812036,7.109015674897087,4.648084328216173,1.252062015955806,5.9010126312491185,1.0308334930773788,1.7820613279823565,-0.9501088036389561,-9.474651688753108,-9.066377231171492,45.49281568879698
5.0,-0.35702851397161073,10.196479639578866,5.507209606540108,0.9607645251081138,-5.516140170003679,-6.763172577929696,-10.436042111752034,6.160208902453029,2.0444820794977296,2.4265313467378653,-9.608878573793705,7.728836320163943,6.508804257724824,-3.9822280130670897,-5.191555167088625,-5.60060959565681,-2.90063853317829,-0.6424436966455094,-1.2706001318188025,-5.352848950853675,0.7077379449775401,-5.263224070045321,-2.1075411032107287,-4.235330294231583,-0.25364589788780334,6.333921461150422,-6.54648467099838,0.27255715920381896,2.956956940735839,-8.794818251612204,3.1575182169063662,-6.772736873664107,-7.81692706953569,9.723372558606934,10.331165517742495,6.197467591157053,-1.9463790727728383,-7.6560759701184375,5.103737059573653,2.295192347613385,-5.439857791018033,1.2646153163749534,-10.189543829165293,9.189297405955578,-4.370795182728591,2.6931354631607705,-3.779689216868453,1.3740330225950546,-0.17875141050249055,-4.421313934628516,9.748791527442034,6.219576929000486,9.497881664241337,7.775929407319015,-0.09251209463301047,8.107652471792312,-5.2687249707567165,-8.221756098318547,-7.039651370662767,-2.5101912934396977,-2.0309943303500706,-1.2938051697878779,6.175372558494384,-3.47670699124872,-3.8546158401675465,1.6024091822480544,-6.851055426251627,7.966561304352022,-10.073373582543017,11.617789087649388,5.3641490706293755,-3.0525482699557656,-9.753954284574236,5.153785129538174,3.7396311863534217,4.25322297615146,5.381603160295818,-11.22238779071403,-2.6773175307774078,-7.448242033635823,8.91238705362773,0.4354986207355993,-2.1851996393768776,-9.124488018257358,-3.779097911178216,-4.08285279606025,4.747326308108328,4.361396675813619,7.06893722600546,-1.2087429686857902,-8.558302071953554,4.286303192941537,7.3573889270076265,0.5306447169957563,5.468673917745833,-0.662568249960502,-1.766613519002473,-2.5231665101764316,-10.141492937106294,-8.449848817116106,64.16523854569448
6.0,-0.8499614850324686,9.943103221811185,5.181185818627459,2.935122933768727,-6.620093576867352,-5.031548761356223,-7.8543888711308,7.830812552664176,3.3130987302369412,6.188399262393199,-8.60357045015555,12.333735903511682,6.099782148459482,-5.285274012906343,-5.133357297075674,-3.6564721144934027,-2.8260979367507613,1.4516015208988111,-0.17134678572514428,-2.8326618088051188,5.377624415608105,-6.091962470387257,-3.5894972114416617,-1.061381482629585,0.7359332097946478,7.579789852143026,-5.127603221543089,2.370601934731725,2.7267682289774147,-8.66603260899642,3.4400848578601835,-5.405189742534578,-7.467889198369295,10.198611419856565,10.01568812679695,8.595386730637022,-1.0297835018435526,-6.486159705975851,5.7806670252612005,1.6842053621435649,-5.601111008354993,2.790508665142407,-7.411064738258643,8.917128207532217,-2.8945564634787644,4.703193000565339,-2.1938507979832957,1.6943957867101531,4.199462619936981,-2.9666732773738818,11.359003448123895,4.637642161680456,9.44180712379129,8.316986684066428,1.608870056666507,9.050064582514983,-8.017402011699886,-5.849452225873609,-7.300457790576779,-1.467869163051156,-0.43387389007473587,-1.9485512768035198,7.491044691372679,-1.8175289880499124,-3.6197186951744507,3.704176575357105,-6.122115425779385,6.34106309496898,-6.419364925056311,10.341852090464135,6.586941968590202,-3.3052950208650405,-8.980278410246985,5.856537990677555,6.288157544875476,5.432527186359438,5.608516169706464,-8.678446066597632,-2.768978371192265,-6.7189863880255745,8.476697366306729,3.461632660491263,-0.7267606794137005,-6.2331899093892105,-1.5360108238323784,-2.0702599995289077,6.524054904411844,3.923759869102186,7.839444547197373,-0.2562981588618156,-5.708898709940491,4.481355878495688,6.7297822032912045,3.0113710698925984,5.257356547226907,0.8756810494307923,2.200000803419228,0.7794307807583318,-7.395556671689745,-7.099602117054734,51.653419379758354
7.0,-1.0696045594384702,9.57142792939397,4.222355832963885,4.141906277391173,-2.300492285887601,-6.930622118441235,-7.150762979275191,9.817659027419074,4.174695511582465,5.317687310959968,-7.873594094156802,9.824071273506473,7.5084763162879655,-4.321597274232745,-4.952634124024824,-9.25458890564653,-4.073294549250906,1.348211377255974,0.7662251093315948,-5.254609543417969,4.57097322473082,-6.144531806700492,-4.486176288219853,-3.8268187990695117,0.8714835627196562,5.463888658485353,-4.68637069593436,0.25004417648097255,2.649538092172076,-9.440642915523076,3.023055780599712,-5.297562358159762,-8.714032936194156,10.345638931491221,9.263967527648141,8.278139818981394,-2.716458660265949,-7.576169231674047,5.661487738446269,-2.54894916619093,-8.062961611898915,0.938395809443378,-8.55850877983057,10.268275092570416,-5.794618470819478,2.354660592498923,-1.88883957601047,1.1017947323890025,0.8778003089517484,-5.526027612873952,10.668030187044998,8.614486819507233,10.586358818412846,8.601297340505292,3.039679195712644,8.126454641508229,-8.381180253614296,-5.66897388761229,-8.632447590968008,-3.8137011709574344,-1.8763690514085494,-4.834620380397462,6.990253400033197,-2.552193195462115,-4.435080176606313,0.9031759943677976,-6.00180157086699,3.853922899290004,-7.171672226862792,7.964642744487675,5.723408183848623,-4.078298190375024,-10.9960194715501,6.502712512365885,4.338569165057755,5.880783969600172,4.903395028944672,-8.214471861448612,-2.117062929108224,-7.16642059346831,7.731733420600676,2.383494491169195,-5.536455374359919,-7.882159743555946,-3.72774574926287,-4.21865781369483,6.216134613848595,4.307131006001631,7.4299982627564845,2.1180512863281313,-7.141148657770218,5.837544197842962,5.412129283255088,0.9663335926256673,5.920459706220585,-0.13254967175647892,0.877096486306912,2.115583320550309,-9.015363911621037,-7.957942416940726,54.14011611983716
8.0,-4.131624454450752,9.574455267652436,1.8417928592937511,0.7281143609751035,-8.711562662368825,-8.290715850216309,-9.724729176976657,8.658400298887017,-0.6684116178721919,1.9755240321786123,-9.505484765575003,7.865023166713836,6.152636839798033,-7.084552553993559,-8.391934565806233,-6.563843239541948,-4.224822912265411,-1.5965797105313055,-2.8313645868547583,-6.162708838719879,-0.4619927450210719,-8.195846654198613,-7.493167406615454,-4.729160578472767,-3.2093023112610677,3.637640074571131,-8.023703454189075,-2.9816448557426116,-0.5049119504616035,-10.903162408720243,2.119435028049244,-7.478976141473845,-10.491805697980372,7.4068323300244865,7.597221179130657,4.486973671981868,-4.385053782158387,-10.528008326018707,2.23713469406143,-3.9911177311416735,-9.773560352609957,-0.9263110216463581,-9.892400689725404,6.316465000405677,-8.699638805552564,2.2616492527178464,-5.495137408077679,1.4812379328286254,0.35873604182669483,-8.250099756451961,8.152250669712572,4.316320732146978,7.1433888129467835,6.119558404574287,0.3048186416079677,8.28227733332314,-9.155541840387079,-5.880356657793252,-11.217455241784974,-7.060008710325305,-3.7546809865316106,-5.084043249509032,4.725666046869833,-3.5429168728630134,-7.347399516635265,-1.3729008279518653,-8.08600343313202,3.997861713573738,-10.69930877658839,7.8337011828734235,4.30411799284761,-7.7255240692895635,-10.26665635327075,6.207972557163513,2.6207194108260907,3.3722359954178183,5.15382777271076,-8.827339763890974,-3.782494393493691,-9.234948872153012,5.996535845762928,-1.263758216125121,-6.580830758425563,-9.524750293700409,-7.2037246190791855,-5.536161617585526,4.256420732073491,3.5956332917173865,7.561092079054636,-1.8355115127880444,-11.061954786780833,1.0671764685343663,4.410971902918442,-1.4006319338044064,2.8872216309747247,-2.511399714928468,-1.7902842017139196,-3.4236769298979453,-13.443352043343515,-9.048695838085589,63.89119215497124
9.0,-4.128011628753588,9.70046393912671,4.533619673860338,1.308674550899962,-8.131105414263077,-7.394030306683029,-8.984805917475372,6.26202657068821,1.9192962157598223,2.4752949506400976,-10.776023896111333,8.538389854159707,5.940323996872345,-5.5290691778030805,-7.59785760926061,-6.991393418589674,-4.641567140204117,0.7393595136579042,-2.014536254684237,-3.998401356379004,1.3848726045165427,-7.610479416465117,-5.404561945597406,-3.61541524110478,-1.9844152148868606,5.310528822224178,-6.0902195679754625,-0.5536773475821603,3.6183310836512645,-9.239727836570186,2.891767046385505,-6.45002541607497,-8.056339001571214,9.549100168686099,10.287816110728441,4.708988155554487,-4.609942662064685,-7.6786180366004455,3.7768298614344564,0.07424844586920987,-7.213911154880714,-0.8277925057944361,-10.209813993335016,8.47910742509578,-5.566389436245596,4.331021073644304,-3.6156617935953377,0.9145541706479633,2.140884416871045,-6.123203229161419,8.316461989402963,6.576923703549144,8.676517709408952,8.043206973578542,1.97365459494689,7.444628953184172,-6.698692727713871,-5.647320628920805,-9.131358098702306,-3.0434530665784156,-1.9776147033117222,-4.8687309606757605,6.487947409236504,-2.424771828633187,-3.7722740141211952,1.2478280481611488,-7.747809740381293,6.80046284706402,-6.1751807165532036,9.170332735073298,4.42806116005987,-6.231518798344057,-9.18107806934303,7.3418250700886585,3.2174598409910073,4.662217501712729,5.247001974917225,-8.407120573496172,-2.726033560184598,-7.8253575046171155,8.077839202924498,0.7518664851021457,-2.824865127000783,-7.416561440829609,-4.890271949523202,-5.2339634465666665,1.696035249533292,2.4371837497072795,7.709025233404736,-0.8541166383517981,-7.403836037277323,2.850903419261726,5.649847411543076,1.7059869855040688,4.687970509280786,-0.6583214662430313,0.24125284004886235,-0.8365749946729069,-8.879139391136938,-8.334641014484946,49.660906257630835
