InstanceId,X0,X3,X7,X9,y
0,-0.3123284815435444,,,-0.4737483719561787,1
1,,0.41058967536886726,,0.014880101330657022,1
2,,,,1.2899320556873286,0
3,,,,2.0488987633416875,0
4,,-0.6675164913042717,-0.25032069703932613,,1
5,1.978272368473181,-1.3680994368304333,0.34255108239508125,,1
6,0.25144888527443227,,,,0
7,,,0.5965866467878371,0.08342534402680503,1
8,,0.28523808412345364,-1.051768690708377,0.7354671751944397,1
9,-0.5631299329921868,,-0.18645022634485559,-0.404502199023081,0
10,-1.2841046621133745,1.1336232072913919,1.3922306022533617,1.2990212131640657,0
11,-0.18808136203573053,,2.3596235726875547,0.44135466967996567,1
12,,-0.7202189449219669,-0.10683378586812389,0.5171774972414855,0
13,,,-0.4179407135620213,0.6315661062109551,1
14,-1.6264467515216952,,,,0
15,,,,,0
16,,,2.173630771950747,,0
17,,,1.4299423755796608,-1.5465185772957382,0
18,,,,,0
19,1.1229027963845037,0.2688180874768974,,1.290513872507134,1
20,0.14519184012638695,-1.2451351084204707,,,0
21,,0.17411653096762894,-0.16138488086557498,,0
22,,,,-0.8468674293480919,1
23,0.4518043572697667,0.8832651781427916,-0.028444810422965833,1.4073281936936228,1
24,,0.009561981486964147,0.5237905491478525,,0
25,,-0.5304140818149133,,0.6811934212582313,0
26,,-0.08372788046318065,,,1
27,,,-1.5116063272736615,,1
28,,2.2739876444077387,0.7982693221098088,-0.8130246093082174,1
29,-0.6266495930167514,-0.2593041560959633,,,1
30,,0.6106148332086865,-1.1388019038025274,1.0564021529511904,1
31,,-0.6112895696512114,-0.5857453739598799,-0.7391712981208223,0
32,,1.1464030853442646,0.1653287095943175,0.4247575623117515,0
33,,,0.6460626549149926,1.6987871756762405,0
34,-1.2470661643762837,-0.7188427838799081,0.7279094695489683,,0
35,,,0.9856031009921183,,0
36,,0.11676520591430119,-1.27528005926679,,1
37,1.527880093011715,-0.597182078252773,,,1
38,0.17661445332640138,2.6714775761795497,-0.4186404087941906,,0
39,,0.25469989789532615,,,0
40,,-0.9748973633142122,-0.5775685721736238,,1
41,,-1.1957837591223481,-0.5221943331241086,,1
42,,,1.656033359280743,1.2280741751145,0
43,,0.7405210539990531,-0.44843995564125233,,0
44,,,,1.3499154335660155,0
45,,0.19161926840188104,0.8098239607998831,,1
46,1.2800614229391434,,,-1.4269631236921323,0
47,-0.28710290986397685,,,,0
48,-0.29842582494644243,1.9422675671279668,-0.24543141693830653,0.7454621905359247,1
49,-0.9011353428846343,,-1.8411442488922871,0.4571940763876766,1
50,-1.6000567995115131,,-0.23587818475151073,-0.5225892580567757,1
51,,0.26820307417666805,0.5111367916123729,,0
52,,-0.07882240377299721,-0.06321307663931058,-0.7075313748455344,1
53,-1.3796316823126547,,1.0365563280755024,,0
54,,0.4142535137515313,,,1
55,0.8002152712202125,,,0.3223013453472199,1
56,,,,,0
57,-1.267759953544927,2.968652073433703,,0.9665349053827674,1
58,1.8043369362912542,0.3325243441004418,,-0.6425464903207283,0
59,,-1.1658128720218028,1.280956628971018,0.9352898844113751,1
60,-1.3819408471089483,,,,1
61,,0.5683749395565804,,,1
62,-0.39559523512875033,-1.2157832006434661,-2.016663541232446,0.7707349578466653,1
63,0.842786286949148,,-0.7755235256456843,,1
64,-0.1190726657706574,0.45898684944217294,,0.286146457695648,1
65,1.1864408707389529,0.0008475923162489818,-0.3877297636670335,,0
66,,,-0.13729953841604345,,1
67,,0.9774764830581073,,-0.6350144183050132,1
68,,-0.6859401524483313,0.6604779638030402,,1
69,1.2875552402159625,-1.0891757151764436,,,1
70,-1.7389420525876667,,,,1
71,1.3553898094372812,,,0.829092091542225,1
72,,,0.4304805710855991,,1
73,-0.4722815785509456,,,1.487125264544792,0
74,-1.7864302061937862,0.057702889194109326,-0.9373710330123659,-1.3732358185615408,1
75,0.8573924869239868,,-1.4531876639872758,-0.2840072265619642,0
76,,0.3300118179785107,-1.4811653018270776,-1.3026117242340394,0
77,,,-0.8460737940272332,,1
78,,,,,0
79,1.7186340279228498,0.09367607291983589,,-0.16210089182351375,0
80,,0.059116214216586846,1.105767810275572,,1
81,0.5134524400382379,-0.12930784169101064,-0.8468546590591941,-1.3391688817284333,0
82,,,0.09504108202955446,,0
83,1.094951149837134,-0.445703901418374,,,0
84,,,0.5229071678846443,,0
85,0.28827798644043173,,,0.8231059205969736,0
86,,,1.1282482654177888,-0.9299781325968332,1
87,-1.4191020463895077,-0.6550684076606964,,0.4983885875885357,0
88,0.6079216017308394,-0.4597412617211696,-0.5794468025336672,,1
89,,-1.197877760970294,-1.0111651626209157,,0
90,,,1.1209183697070886,-1.1667921592492896,1
91,-1.1556796657936643,-0.035198903914539184,,,0
92,0.14548030855743127,0.44699398684117914,0.7860142796567787,,1
93,,-0.5168368463677222,-0.37898375509020954,,1
94,,,,,1
95,0.11852594623213154,,,,0
96,,1.8853259351780063,,1.390418871793089,0
97,,0.7884329661050806,0.5959954744495501,,0
98,,,-1.82901523913301,-0.08372568831923792,0
99,,0.5480594375026211,,,1
100,,,0.412209974521916,1.1969897882998284,1
101,1.2783042878142807,-0.661901127962289,,1.6941728595401293,1
102,0.7144110555162672,,0.8254843443600007,0.3086453770835061,0
103,,0.02957931850974644,0.7974441232617238,,0
104,,,-0.4829034597652187,0.120105549150891,0
105,1.0075256353151945,,,2.114996197814818,1
106,,,,-0.19381938219193043,0
107,-0.6260884736139072,2.1114036326171086,,-0.35124368421160085,0
108,,,-0.13953890728301155,-0.41385369566657,0
109,0.5929782589880372,-0.03428490899409075,,,1
110,-0.5821885955968689,1.0156133216957126,,-0.5852113838175411,0
111,,,1.6389773493471556,0.12175132186693942,1
112,,,1.0472898720607433,2.0516145379336788,1
113,,-0.1952293790316394,1.1269953865505888,-0.35529492904191445,1
114,,,0.4981335387020549,,0
115,,0.4577116896055133,-0.4285233595484011,,1
116,,-0.6510901012965027,,-0.5885482073289402,0
117,,-0.8256970241263499,2.3381204564392593,0.07654989809029714,0
118,,,0.022587041803390894,-0.5163222799841437,0
119,0.8247853778121237,-0.07234112183042177,1.8634316145334617,,1
120,-0.0668443363141117,,-0.7626501038900961,,1
121,1.0196682959085002,0.5539274549005914,,,0
122,,,,,0
123,-1.6413688538231699,,0.10997914714709373,-0.5355998478713372,1
124,,,,,0
125,-1.406584805886689,,,-1.2583517331885679,1
126,,,0.1795532806873174,0.7499062548890616,0
127,-0.10327252330449141,,-1.1551638636171655,,0
128,0.20857713147275556,,-0.34525714274503105,-1.2305329951648414,0
129,0.23999594076748842,-0.24021378584199005,0.24585456808420592,0.34996594108224816,0
130,-0.08267162202236393,1.5598845754499464,,0.10577673592950702,0
131,1.736479024746291,-0.41240783055897673,,0.09663473698510236,1
132,0.39748899872244303,-1.88163985405269,0.3284400299413679,,1
133,0.7411565373284064,,-0.1759340184915438,,1
134,,0.5202620559272629,2.0819385111879996,,1
135,-0.9956455111739881,1.237224216594142,,,1
136,0.30866882188650463,,,,0
137,-0.3967779880293814,-0.6025582491132335,,,0
138,,-0.9043481929782187,0.19887596118810966,1.4079638852878498,0
139,,0.6531669178548895,0.12375901526801536,-1.1021180028583228,0
140,,-0.39019110350200575,-1.7348358391871235,,0
141,0.7444725213660426,,,,1
142,-2.1237773134718005,0.12042707061953975,0.6915180707969364,1.0792519311369797,0
143,-0.30273583148448935,,,,1
144,,-0.4278642360693616,1.2271252032661972,,0
145,,,,,1
146,0.08128684910894254,,-0.07280810979004457,,0
147,,,,-1.4705662651812028,0
148,0.40040248718917165,0.8269135654262749,,0.013461996224691452,1
149,,,,,1
150,,0.22989311650890257,,,0
151,0.681138499275955,-0.07369622177018914,,,1
152,0.7217686006778763,-0.5353495259427584,,,1
153,-1.07642137332228,,1.1195002138410688,,1
154,,-0.10959415749338715,-1.4070746108280532,1.5659794426430673,1
155,,-1.2443146655681887,-1.5115848743669733,-0.23206856331985823,1
156,-1.5325670595980867,,,1.0420635656363302,0
157,,,-0.4691734908169974,,1
158,-0.48841598180794177,,,0.9838203894670832,1
159,-0.08967786214351577,,-2.3250602936758975,0.3365211959076527,1
160,,,,-0.2924776427225804,1
161,,,-0.8234543532649963,0.16968366087203882,1
162,-0.709891146908751,,0.9353190141724604,-0.60394632308747,1
163,-1.4059277944316169,-0.4342179850585789,-0.9212496295980761,,0
164,,,,0.15051282337780156,1
165,1.5628231853227492,,1.646943963335862,1.9364014524518425,0
166,2.60414039800351,,,-0.8085627715298124,1
167,1.2725528644364754,,,,1
168,,,,-0.5992977949393424,0
169,-0.10063631182379147,-0.21299253717610514,0.054904178378639756,0.289602141080024,0
170,,,,,0
171,,,0.42496880820854727,,1
172,-0.2681572695273995,,,,0
173,,0.6731742863636944,,-0.42512942223285577,1
174,,,-0.5533229806500887,,0
175,-0.7155945603072643,,,,1
176,-0.0391575453158347,,-0.7951552664403331,0.10499250035880585,0
177,,,,,0
178,,-2.067721976940028,0.9822412627819463,1.1396334281401221,0
179,-0.25173047089666806,0.8096526282624992,-0.9554591015438656,,0
180,,0.14856019559749337,,0.15425248125016003,0
181,,,1.5329171596398454,,1
182,-2.9687696994937713,0.2809819811923116,0.06880910619469466,,1
183,,-2.1499482789721887,1.322827320207993,0.3955789988208296,0
184,,0.40124499156970445,,1.3660452958466576,1
185,,,,,0
