InstanceId,X0,X2,X3,X5,X6,y
0,0.07942844380620405,,,0.6233914408616125,1.008903486104368,1
1,0.8054577050396893,,,1.345519481702297,,0
2,,-1.1679516582167502,-1.0220022354201272,,,0
3,,,0.06746414282863078,-0.5535449615413941,0.6776173172816887,0
4,1.1387011422461177,,-0.01527222974340598,-0.0452681694664273,,0
5,-0.250650868036287,,0.8506680845971354,,,1
6,0.9700753714112704,,1.2164747310907094,-2.291147139324946,,1
7,,,,,2.1700869049226243,1
8,-0.08718116120523924,,,-0.7993104952754668,-1.8148327473342893,1
9,,,,,,1
10,,1.1587054632398126,,,-0.8853658011678851,0
11,-0.002947090193011853,-1.8565366459208714,,0.03237674927393708,1.0550901899721103,0
12,,,-1.3640801437237202,0.309000333660734,0.7741401525366083,0
13,,0.44780631257429593,,1.7767844356529678,,0
14,,,-0.1511565662917535,,-0.15278418035708516,0
15,,,,0.06438177789005933,0.3493311419764823,0
16,0.2294470639049983,,,,-0.02384342325944775,1
17,,-0.996788858000552,,-1.866970665960104,,0
18,,-0.7564841568140532,0.1428242227256958,,1.7155030135891074,1
19,,-0.852854689890029,,,,1
20,0.8445112942931259,-0.4681917778906513,,1.4032699244149063,0.6807806487054958,0
21,-0.4754009846977577,-0.557361339301641,,,0.6841317206139697,1
22,,,-0.964263300317122,,0.5796538868098372,0
23,0.06585392108541568,,,0.3977655526559244,,1
24,1.4393778730983238,1.307909059646608,0.17018319761809203,,-1.8718528735266349,1
25,0.31622887980300124,,,,-0.8233964832076278,0
26,,,,-0.7808675503222411,1.6995380459933622,1
27,0.25253748950173055,,-2.008224959474402,-0.12138007811119139,-1.4962400268518319,0
28,1.4636208480399178,,,,-0.8607285471920637,0
29,0.35122520710777794,,,0.7138897712537109,-1.2346360169769501,1
30,,,-1.0637607870654784,,0.6956869380556846,1
31,0.6251204683586229,,,,,1
32,-0.5509996142115829,,,,0.9886404760677168,1
33,,-1.7145489283815125,-0.3338863906578704,1.135729272496141,,1
34,3.947493341559181,,,2.4190649405857574,,0
35,,-0.08607156631600306,-0.31863113357278,,,0
36,-1.7427473037409738,,,0.81291074023857,,1
37,,,1.4149006912838809,,,0
38,,-1.4039640583387014,,-0.2192613360764377,,0
