InstanceId,X0,X3,X5,X7,X8,X9,y
0,0.6764132657544725,1.150194635377595,-0.7687652516461853,0.09299944353450965,-1.3775531120120843,,1
1,-0.5901646296568409,-0.2974090121335637,-0.19986179201343407,1.9584597697310482,-1.704833909194819,,0
2,-0.6919222215231198,2.237286852796735,-1.6201926613138578,,-2.197134877472761,-0.2526430666017585,0
3,-1.0624604996074203,,-0.08321446693626006,-2.0422936397555453,-0.24882885803411328,,0
4,0.9435962658819743,-0.30460105887240535,,-0.17236224361282781,-0.6938024084693557,,1
5,0.3946806711242319,0.41534392170227136,,-1.9073296490897855,0.40961894466934756,0.3183893215827145,0
6,-6.523607021861872e-05,0.17725711058883287,-1.6630419209071627,-0.9422785966326785,-1.2497314237419914,-0.2948829776685083,1
7,-0.03592713792863076,0.5718042683530822,1.050507818723325,-0.6870248898454052,-0.3387451736467236,-0.3066023058287628,1
8,-1.1443630900058626,,-0.7952575550196762,,-1.7490363202147372,0.0694338938934202,0
9,-0.9047235150012698,-0.20109618680504077,-1.4991367416212185,,-0.46618209707723823,0.464604595256154,1
10,,-0.5578353203814053,-0.6730904618695042,-0.13956938926529272,2.7033935301225966,-1.5820882007961121,0
11,,,1.1307994301898512,1.5467090204634952,1.1309414129477227,1.3869628426911111,0
12,-0.2194733873322815,-0.5309473081913003,-1.8399387700345018,1.6922487716666041,0.32110945536101215,0.20255086591232377,0
13,,-0.9608616258076252,-0.1623097704839423,0.028358199887692333,-1.1733838795634148,-0.5852285909412611,1
14,2.0512990487005265,,,0.281014711314507,,-1.6193246761635685,1
15,0.9307980857166473,,2.6908266625420194,0.5432529245839929,,,0
16,0.833077529836307,0.4186779167497328,2.43681313603819,0.6088642427653003,-0.25936193438031746,-0.5436711619440763,1
17,-0.23534607869225363,1.6133163876810268,,-1.2532095667801746,-0.6952695876961641,1.1081443536537299,1
18,2.242341107085249,0.5002284946107943,0.48418793851659225,-0.8752615036543736,-0.2364923106090462,0.6141733667621498,0
19,,-0.9471895616703963,-0.3802803243092995,,,1.5192128026915188,0
20,1.3112171309569998,0.7635363821532325,,,-0.12883924449667253,-1.6677159097840488,1
21,-0.6310023164958092,0.34541450101072396,-0.4856130434842944,-1.1420731424624755,-0.4487772254707479,2.705590215575102,1
22,,0.21773869000161067,0.7516424604170616,0.5274205577273716,0.3568008826138984,-1.2060929483411469,0
23,-0.8164284589674724,-0.044645518052688876,-0.33472777297012796,0.3606446022728138,,,0
24,,,0.6013293961286794,-1.5659632011648723,0.016581854430971644,-2.1392677311104937,1
25,1.1232043071092856,-1.1321071200987085,-2.027393115806896,,-0.11782524996666535,-1.315408541735529,0
26,-1.1286326570505916,,-1.985184840416663,-0.8972375815450583,,0.18039683749627686,1
27,,0.7108507958170656,-0.2648035454866488,-0.2849419543694479,-1.8079269172127819,0.9398639913307186,1
28,0.7358484301983453,0.6046883745398183,-0.011201111152851563,,,,1
29,0.022563090186098898,-0.5977153092421603,-1.3314948396802875,-0.3167489306176165,0.004812823823340698,-1.0097413805596063,1
30,0.8946893434749529,0.6030400546622017,,0.36684027718498247,,1.5314552594258288,0
31,,0.4923246519399461,-0.14230686371905313,-0.7313868266031176,-0.44944968333943114,0.684188302058933,0
32,,1.6109850503790568,0.6115901406882359,2.2065715486794875,1.7176996325851286,0.8491782504871438,0
33,-0.8734443414150184,-0.5558901228521324,,,0.2572181808878669,-0.06501054789169806,0
34,1.6428450453596248,2.6737355795536373,,-0.46105023698715353,,0.2191042103803595,1
35,-1.3799295232530246,1.708726856899196,-0.0738302357024786,0.439268708111637,,-0.8747802652940597,0
36,0.4535757639400672,,-0.46896609413207885,,0.5969941647256246,,0
37,-0.7328841512298141,0.8316237276815184,,2.90173878651544,,0.1551158636218813,0
38,-0.3218742211275283,0.49945382730450544,0.33754407248450835,,,,0
39,0.07413987515135674,0.6496205481595501,0.7530812761940014,0.05350558685937128,-0.5024007712623347,-0.6418479995665028,1
40,0.37502178755979154,-0.5485706750347787,0.22857640415579275,-1.1013169007214791,,0.8931199349092944,0
41,0.8957585306470646,-1.2593778889561087,,1.5842294552668144,,,0
42,-2.9604001723171107,-1.5001620115461436,,-0.005748535890723293,-2.293170346176896,2.3312935890519713,0
43,-2.47701250759239,1.9141561892733405,0.7591855784910129,0.8160266052767127,-0.23847279084003517,,0
44,1.6254748853944812,-1.1847252320968025,-1.861332067543775,,0.2561880367740315,,1
45,0.902084853724678,-1.0209011947987763,,0.6379786740684056,1.8688049694269013,-1.6516180357392654,0
46,-0.26648375419448,,,,3.2144473247005183,,0
47,-1.5464776796219861,0.37755140472619825,-0.6409757717212586,-0.2843584204319057,-0.6028010208352459,0.4557423019112255,0
48,-1.2119218721692173,-0.3941337144916878,,1.816679561926229,-0.5960474410602258,-1.095115807715872,0
49,,-0.36443341801304413,-1.422184780272551,,0.5302437196276303,-0.6846775845795181,0
50,1.795482121076325,-0.7667578252813153,,-0.545124742526216,-0.47767133878894946,-1.001356290629615,1
51,1.1965738911399193,,-0.17203430824863444,1.0042058318630216,,0.34910107780593885,1
52,-1.0668787243024194,0.24228841742289986,0.2727328700543994,0.16075066437223962,,-2.700941173074473,0
53,0.49581155573491914,1.5312004232194276,,,-1.2721382810734334,0.31094520891687477,1
54,-0.32450480480002875,-0.7037430021336092,1.3381987137502018,-0.49295657572765444,,,1
55,,0.2287155242658995,-0.1066814658407535,,,-0.830973631684488,1
56,-0.06513211476188212,-0.010763951398691088,0.9477564524944259,-1.3532622586962406,-1.4635423714373992,0.3612625536465016,1
57,-0.9834024835321843,1.003701927269579,,0.5838694308425321,1.814552262169366,-1.0174935416397002,0
58,-0.6747128173108313,1.0076233280082432,1.1670861741501453,-1.3126649667652248,1.0860755873319312,-1.008003967094415,1
59,-0.17997766350258443,1.8832009227044142,,,-0.9044124447345613,0.20811723210520605,0
60,0.06418020821066722,-0.5428900423203686,0.01955888654725006,2.668388745190423,-0.0934904596026231,,1
61,0.17187910222312053,,-1.1070718846738983,0.11208081001264698,,0.6736356795139863,0
62,1.032397750076279,0.1284254014462118,-1.1865565512994023,0.33149670352832195,0.5704368426780126,-1.0377407599888895,1
63,-0.8802552924132894,,0.09281162143633452,,1.2121415617849316,0.45258515138248195,0
64,,0.03756813073065287,,-0.06885353747733693,,-1.7394301007717832,1
65,-0.07827525933401358,,0.3213941435299297,-0.22103381684388354,0.6578533534176291,0.37561503247777395,0
66,1.6869208119531272,-0.8607946783855642,0.9357971129800847,-1.1741407375578157,1.618423864168915,-0.70200550985621,0
67,,-0.17488335763217241,0.945749297831897,-0.22222900559858208,1.370864203214639,-0.5908334936906756,1
68,,0.1328391076060683,,-0.6296401605383698,1.1981075889368298,,0
69,1.15900050603672,,,0.48169259573321754,,-1.0587646076159933,1
70,-0.9315858682113912,-1.2478894715734363,0.4554940856928868,,0.3775414859492045,2.213867096764893,0
71,,,-0.5176354661473503,1.922115654752632,,-0.4067974586467638,1
72,0.15531331755770958,-0.21481525389857675,-0.09468783676210778,,,,1
73,,-0.18776788986857923,0.09596325038636698,1.0776883315237507,1.0304923658894758,-0.19460312342505065,1
74,,-0.22299370599841156,,0.8660398522985943,,1.6093659257180188,1
75,-1.3843667098389296,0.5096023695650581,1.5370743352373233,0.14134981071815927,-0.7229095915274212,0.008104631897940903,0
76,-1.1044397325311184,-1.0316146524440337,-1.3820913737072877,,0.8410000319203141,0.6981773671322643,1
77,-0.45725762076097803,-0.10751797867067898,0.35652532029406664,-0.9482665050044636,0.7493372222983369,0.20348591477253344,1
78,-0.5532340234869021,,0.911597876469322,0.6468811277990049,-1.1913336430044248,-0.402077671929416,0
79,-1.0561923423580615,0.7160119490313669,,-0.24827855930246318,0.034480751132930317,,1
80,-1.7903382291565961,0.28728015725062567,-0.21292684394382003,-0.4774425920774792,-0.39406210149250526,1.6004691287365642,1
81,0.6826026902140514,-1.6760840481931143,-0.10391631572269407,-0.007190569795591879,0.7616601482121913,0.34181123501135263,1
82,2.181314339242626,,0.8979777918771276,,,0.9110873041349034,1
83,-1.1107847181703043,0.12153617724428346,-0.13314970043287816,-1.407816543462395,0.18536954368082872,0.0725832667035738,1
