Sorted multisurf Scores
Ascites degree*,0.11032847205707264
Performance Status*,0.08073004141430433
Liver Metastasis,0.058100471732731356
Alkaline phosphatase (U/L),0.05368902441200229
Haemoglobin (g/dL),0.050165053312733056
Gamma glutamyl transferase (U/L),0.041176650711003966
Age at diagnosis,0.034965671854613745
Symptoms ,0.033399282278620726
Oxygen Saturation (%),0.03222954059569676
International Normalised Ratio*,0.027728645409906893
Platelets,0.022863156058597345
Portal Vein Thrombosis,0.021200360260908168
Albumin (mg/dL),0.019306317969046954
Leukocytes(G/L),0.015833357617821665
Aspartate transaminase (U/L),0.014030294542231932
Chronic Renal Insufficiency,0.010435748326144405
Major dimension of nodule (cm),0.009926154201829587
Mean Corpuscular Volume,0.008111887189069045
Alpha-Fetoprotein (ng/mL),0.006047717999545943
Total Bilirubin(mg/dL),0.005379468225988153
Endemic Countries,0.003921091565610038
Number of Nodules,0.003837744223704861
Alanine transaminase (U/L),0.0015051020335178607
Packs of cigarets per year,0.0011427673667742692
Iron,0.00019890879994840274
Hepatitis B e Antigen,0.00015151515151515152
Portal Hypertension,0.00015121964538383336
Encephalopathy degree*,-0.0006531736149601377
Cirrhosis,-0.0010022259081705087
Human Immunodeficiency Virus,-0.0017271173240915637
Ferritin (ng/mL),-0.0031604508381884514
Hepatitis B Surface Antigen,-0.0032312977822340017
Hepatitis C Virus Antibody,-0.0040337641713192604
Grams of Alcohol per day,-0.004791513911586742
Hemochromatosis,-0.005008603580962361
Total Proteins (g/dL),-0.006454498904028405
Nonalcoholic Steatohepatitis,-0.010313574476885313
Gender,-0.010576724236730959
Creatinine (mg/dL),-0.011088904806962846
Diabetes,-0.011602562390583186
Hepatitis B Core Antibody,-0.012080550885268842
Esophageal Varices,-0.013512514490583044
Direct Bilirubin (mg/dL),-0.01410379409569619
Radiological Hallmark,-0.019300033396327083
Smoking,-0.02868623525189464
Obesity,-0.028759938071693303
Alcohol,-0.030923106202513158
Arterial Hypertension,-0.032598500659214755
Splenomegaly,-0.03688685935122202
