InstanceId,X0,X1,X2,X3,X4,X5,X7,X8,X9,y
0,0.05056170714293955,0.499951333237829,-0.9959089311068651,0.6935985082913116,-0.41830152002691007,-1.5845772351121241,0.5985751739673772,0.3322500326099644,,1
1,0.6186696890268814,-0.08798692834027545,0.42507239648702144,0.33225314537233536,,0.3509971530825316,1.5469793290157272,0.7233416087478579,,0
2,-0.9829916534185322,,,,2.2233602169111686,0.39429521471439166,-1.1128121538537732,,-1.3609655918364936,1
3,-0.6512258333298,0.5424513084033299,,,-1.105584043819401,0.8378363539201328,0.9148409578006828,-0.2762033542650379,0.7965118987249309,0
4,-1.1437985718462247,,-1.347460295091466,-0.009360100629907888,-0.13070463858816003,0.8020866136293581,,-0.1967452784783376,0.8365287021306153,0
5,0.7866022827541579,-1.8408758667985543,,0.035928051415857754,-0.7787399245569351,0.17941071435718353,0.556185222950422,0.5097788545383667,0.30044554294822756,0
6,2.476584161449852,,0.067471000550668,-0.7322646997692349,0.2971412102800129,,,0.1584695369715993,,1
7,1.1641875606586463,0.24266015856716014,,,0.7952339492930321,,0.43027133125845984,0.9346500630468874,-0.34610187222524125,0
8,-1.0971218835498175,,-2.379775273987008,-0.6076836914911097,,,,0.8708417789331119,-0.17521052684875305,1
9,0.04860300668938603,0.1886462032351803,0.20931348847461803,-0.37444491650627654,0.954698597250924,0.5232476625104543,-0.1714646096186858,-0.9443685994103146,0.2808646754181217,1
10,0.7382471112975459,,0.6147406295738974,-0.1265685946742578,,-0.2071816771862039,-0.33617983963528897,0.08126377095000947,,0
11,2.0321793255564504,,-1.6829648888583426,-0.43388637923051115,-1.4162275302358232,0.8798989957682123,-0.45104290941193875,,-0.21015656295939672,0
12,0.408058165728342,1.7323985051241397,-0.3494479576644289,-1.2331368225253148,0.7182743889567151,0.5165596324474883,1.026454968872454,-0.681148429067322,,1
13,1.0409063667950138,,,-1.168290282099549,1.1283733315399176,0.1808333132933886,0.8503868709329685,-0.6769009451226653,-1.1251145907071787,1
14,,-1.1045746143949728,-0.2910957984262273,-0.8909757321929944,0.03863521297931748,,0.6497903361043563,1.4012768937731703,1.5559379151111754,1
15,0.11492217981461954,0.2123702873739759,,,1.5317908627010566,,-0.32956653889950804,-0.17111499491513626,0.18428475762614724,1
16,-0.4011768175804327,0.8951043772209051,-1.4958523645400124,,-0.11941144147427377,,-1.5149042991986297,0.05517757040402111,,0
17,-0.14524673702192165,,,1.0776343302296136,1.6172412099860323,0.0679721933773016,-0.24125867389219266,,-1.2820828282546444,0
18,,1.0536004039064024,-0.6338581435034277,-0.3706021899672946,-0.4635449705682646,-0.33145255509521593,,1.3809681298362364,-1.971753076402296,0
19,,0.3437414502444053,1.011561741825199,-0.2086008137046158,-0.2832462909256119,0.04947654298066868,,,,1
20,-0.4726628155357138,0.0962679439289491,1.2292133951136988,1.5998775141511075,-0.3994142762716403,-1.4641835614607555,,,0.4579062166073701,0
21,1.9172848529392297,-0.6801162405590278,-0.19457399322893792,-0.580595171588887,-1.0959160033229234,0.7997555367606815,-1.8737384374677049,0.9817106626077918,-0.23596711644264684,0
22,,0.1978690014898948,-1.306538672323684,-0.3108709155936917,-0.9909132208147385,1.9152515727676838,0.08403339269975764,-1.1789560204707124,1.1560560628692689,1
23,-0.19000183447865926,1.7454445064179225,,1.672906428529285,-0.3952594511531999,-0.9980747882005427,-0.09634523745028506,-0.9238073349289707,,0
24,0.6574641594463078,-0.03396528512429178,,,1.378419554847238,-1.92979534480279,-0.30046530679382694,-0.7442297007400367,-0.3412559945570482,1
25,,,0.05705716334610017,,-1.2271901478945269,0.773999258696345,-0.11374508043615052,0.7130867998080886,,0
26,-0.38622864109822963,-0.17271986273617881,0.8983490183938353,-0.019636220812203332,0.2426731978095983,,0.3279391131716732,,1.1338433230995002,0
27,,-1.7303379403668953,-0.2073539378948809,1.1091745750475943,-0.21286590357542745,-0.42251742245979684,-1.0826261775137358,0.06503489364580199,0.5901631705123199,1
28,0.8519276259670268,,-1.2462120868552706,1.4945570010033784,-0.7784218204335385,-0.0898844120010162,-0.46524873269584993,-2.2020645785769135,2.7868035924262387,1
29,,0.35879082685753727,2.777134678574679,-0.07526575436784813,,,0.6325144631085122,0.8843878174503853,,0
30,1.1945162596384655,,-0.08073961355004149,1.9378714030365307,0.6088372193051501,0.0975389955199564,,1.2899787196652026,,0
31,-0.38478663889436254,,1.1923650263847168,-1.1950620591460468,-0.4550235150065243,-0.22968968686828925,-1.0830026430219033,2.704963428545874,,1
32,0.6200833122731744,2.229865003742397,0.6291720981110822,0.7551415376335527,-0.17191765456386537,,-0.06954631955768222,0.04412066920673148,,1
33,1.0135500644262037,0.4595817793715172,-1.8529345547656604,0.7970231337704041,-0.9177410447904097,,-0.34997653508726734,0.42747242025174376,1.9479535413085318,1
34,,-0.3370951485402847,-0.33211090646456204,,-0.2357250026956554,0.42588321657931505,0.7754678761316596,-0.40668098340625386,-0.4230562404154202,0
35,-0.2565378813042631,,-0.8468086306615648,-0.0439453344446489,0.5868325959229046,-0.45731791762145013,0.2953631664521686,,,1
36,-0.9757507553867028,1.2925171335078192,-0.015102165126223826,-1.0921716157456347,0.12714869832207104,1.5892857857053935,-0.9536574533589076,-0.24386478106095172,1.5970939712582093,1
37,-0.6518402270074704,0.533652814312786,,0.622221839355048,-0.33942943577207396,0.6521255747094669,0.8122180887010094,0.39256061145994575,,1
38,-1.7302226951536592,0.6454157264599267,-0.11350210921986074,,-0.04252246383447469,0.29630498290305995,-2.43670919062986,-0.7230814825246279,-0.9616139379134133,0
39,-0.3162997855615627,,,0.5335672931819714,0.5746125677084446,-0.052982094045495934,1.0061499815311958,0.45432286088089974,-0.41447376726068574,1
40,0.3005999498903998,0.6950926219303829,1.2005087989202707,,-0.7764132523841571,-0.48244328711780143,0.3116975861008667,,,1
41,,-1.135040015031587,1.0833652811010224,0.7739906832947563,0.3407628701395841,0.8141008749779001,0.5337351041399221,0.07382212641270419,,0
42,-0.1099332370241979,0.9618533287560721,1.0706263158389788,,,0.09477072372450644,-1.5853008648304303,,-0.29557474623471613,0
43,1.7464247794463765,-0.8516607244179112,-0.37983557119850514,,-0.09407386658348912,,,,0.28074750319129893,0
44,0.382281043934476,,,0.1813571290386325,0.15887064265155437,0.7829755620058901,1.5476848998383668,-0.78065432550239,,1
45,0.22419724687305345,,-0.25582830200146434,-0.35427569742561515,-0.4609470720836896,2.2695720001145987,,,,0
46,,0.3522577301154437,1.6697289855668835,1.945302968935181,,0.4752458091945331,0.4111141414883263,1.3872066355591908,-1.5798239487630419,1
47,,-0.9330431725830466,,,0.8587410566701655,,1.5153867308189553,1.0395038590371537,-0.855929481553125,1
48,,-0.9003956534432475,0.6134703140053833,,-0.9007809450843867,,,-0.05174972268390758,-0.7666542795806259,0
49,1.1093812025963752,0.13851621085481963,,-1.6045134882516914,,,-0.15607334469438092,,-1.6921731367672335,0
50,-0.7843621851053145,0.3565179179105028,1.8158527920436751,0.3382529320399896,-0.049425838710282013,-0.6096682235107617,-0.19433061007392996,-0.7600406635603353,0.14593006777821502,0
51,0.034246512943507036,1.9956598121821696,-0.06712705339244575,1.1209738847719692,,,-0.5338543098580697,-1.1104262019784206,1.0910373925705656,1
52,,-0.21653537409300555,0.4831593719819708,,1.271155660107467,0.4591192080383859,-1.0518875755961068,,-1.0225415264606874,1
53,1.140979124908711,-1.3796978762993093,0.09728485393133135,,,1.5576111153864423,1.5932407177532977,,-0.7789222446822577,1
54,1.978134710987657,0.3838262716652869,0.13048028976996712,,1.6276942059751844,0.5218322948395334,,0.12403593784575272,-0.38322996510585283,0
55,-0.06002428178823241,0.3575802402769211,,,0.8178985393852761,-0.9698556696821921,1.5544733764599754,,1.6323375762669556,0
56,-0.7805850828361691,1.33619734871865,-0.5384140961295009,0.7925747594364616,-1.0039735116325381,0.6659894403266875,1.6058608187601828,0.7838922005010723,-0.8506563333558376,1
57,0.35139161407432407,-0.6325048507393651,0.22010767542735157,1.5646260289286504,1.5979229025098243,,,,-0.08628001100309012,0
58,-1.4010971475040597,-1.3311425968284238,-1.140773174536444,,-0.2961956288651956,-0.6972023934662228,,,-0.7563862226995739,1
59,,0.8496305505351538,-1.6034130620365195,-1.3533530030674759,2.016346590733518,,-1.346984960158047,-0.9411014342096367,-0.22481838917717298,0
60,1.277523073933294,0.12568454254697964,-1.575633647564078,1.561664660536652,1.6071320857432825,0.9001368303849391,-0.610046809872808,-0.23621059261266011,0.1558353131861733,1
61,,-1.3128728199927018,-0.6803566054338689,0.010833796049367062,-0.5420939305405568,-0.4850306697806549,,-0.30946210843337113,0.18620391321301225,1
62,0.9272180397267983,,-0.11403371447221569,0.27357713433306985,-0.43857333093691764,0.20438216135816042,-0.846128146379848,0.513403036554727,0.20389677765383846,0
63,,-1.3147467233856085,-0.5244716800862889,-0.075142319452025,,,-0.45521206898935335,,,1
64,0.46765858077071903,0.13138840652560418,,0.5593236464048397,-0.23224288555719894,-0.9542258590258825,-0.6172671933658833,,,0
65,,0.7180588536162327,-1.7418150603705318,,-1.3689631401373725,-0.5605979272379181,-1.2846076835598597,,-0.08098205538143789,0
66,0.7366715662036258,-0.9699056129594575,0.6022040564500855,-0.36663185160979955,1.0064034188508868,0.030159224193633618,,1.0675523210885538,,0
67,0.6811884392011465,,0.40215817931029363,1.5860445425292757,-0.8696591979050269,-1.1929851461650836,,,0.8230568517320245,1
68,0.59546713012678,-0.042686971993466924,-0.4840749159766061,,,-0.05601390404319847,0.9838646221695374,0.6024001496664185,-1.3219188032448532,1
69,-2.695147181467073,1.0627618110230876,,-2.8832180698684735,-1.665691634542113,0.18258587861491793,0.8991949072168565,1.4407502275286195,1.7501421782069488,1
70,,,-0.19547833479816953,-0.6211874073892227,,-0.34816406445844106,1.8152207545520012,-0.7019602486278537,,0
71,,-1.2814212511119922,1.0055575202382139,,0.07072032426792871,,0.07636707601446745,,-1.0209189757926256,1
72,0.25925155647469006,0.9231510404367717,,0.6721319867726342,0.9722650456268238,0.48437244939660623,0.3869092189463696,-0.8890422348277462,0.11763737590874834,1
73,-0.10429106898790141,,0.5119634150456946,0.5209776538205689,0.19615958056899552,0.6640917843296915,0.2874235895954282,-0.6644827212601594,-0.3334200561000697,1
74,,2.214999073470702,0.6143072184720918,-0.9292818000022279,-0.3536609329572243,0.35142323312414137,0.748051189039895,0.45122724268143044,,0
75,-2.787909104109523,0.7606957730536809,0.245938255785349,1.0071175481714503,-0.5442657521031941,-0.7147750365018731,,0.17288086131557132,-1.672199760326382,1
76,-0.5479670858819742,-0.014631807428176498,-1.1717912824155414,-0.3554009533669856,-0.09439341897835471,-0.5558849963124611,1.1437344587956348,,0.34984436637969063,0
77,,,,,0.14362097545099745,0.5863735176579647,-0.7540831580779702,1.2442611551727658,-1.3630359354120527,0
78,0.20106207549658958,-0.09790699227469941,0.6854446108630787,-0.4177283675393807,,0.12378513300179962,-1.0365430759034622,,,1
79,,1.2532880902459165,-0.036824108546393244,1.2269040334683585,,0.05943278266248396,-1.3930505724021531,0.9930218476296309,1.5300236922765893,1
80,,,-0.8844118301274243,-0.9946304096173758,-0.0992154735829861,1.2096029194467008,,0.4033038821766793,-0.09753782049161443,1
81,-0.8117138519149578,-0.35470116523267875,-1.1701301251396727,0.8556289605902255,0.5116749377133588,-0.9433978584608181,-1.2785587721664873,0.1699859417810876,0.6128499154275626,1
82,,-0.41012273401449256,,-1.6081017686960817,0.25567797814588905,1.5735324875979912,-0.1022872865809143,-0.017795430752056435,0.7696152961299342,1
83,,1.4862377716819424,,0.3821562166743971,,,1.3372964809398995,0.33256042585625517,0.3905524885411114,0
84,-0.704456682498311,0.07552449805445127,-0.7593524585991981,-2.425452887451106,0.3523801160189683,,-1.1615674216028782,,-0.276120816766872,0
85,-1.5754580240894265,0.12894855965893764,-0.4686994206339531,,1.8985735622257212,0.5982048263440682,0.15206845896844476,0.9445112545636659,-0.35922256547757575,1
86,,,-0.3692330386012657,0.16629133217331732,0.27055283719495843,,0.055287492776946404,1.319017324723189,0.2791311458543595,1
