InstanceId,X2,X8,y
0,0.3466470259584332,0.9619662435239706,0
1,0.5195923334228199,0.40303230491105146,0
2,-0.2673468719807767,-0.3958504784847716,0
3,0.4441642252501767,,0
4,,1.25711155911404,0
5,,-0.07919291510571194,1
6,,-1.059934418344483,1
7,-0.9459284800226094,,0
8,,,0
9,,1.1318800567081948,0
10,-0.2892395612805374,,1
11,,,1
12,1.3207098662901242,1.3901609237234258,1
13,,,1
14,,-1.6611118316548399,0
15,1.6254395305810996,-0.11488017769290147,1
16,,-1.0868408055609085,0
17,0.6952506029586852,,0
18,-0.566038617268049,,1
19,,,1
20,,0.9567826299782567,1
21,,,1
22,,,1
23,-0.62933550990856,0.19947016164937126,1
24,0.32516501143966753,,1
25,0.866146062412658,,0
26,,,1
27,-0.28196824754812566,,0
28,-0.7311801491988206,,0
29,,-0.2874992502197133,0
30,-2.23089369261648,-0.0609122941224951,0
31,,-0.2776398415638429,1
32,0.6927570208087164,,1
33,0.04817848353385203,0.2633066435390925,0
34,1.8916260908129587,,1
35,,0.8674001645715297,0
36,0.9404704701985402,,1
37,,1.4570709208806178,0
38,0.15108868691312427,0.7010497098234603,0
39,1.3626721838238418,-1.2972759973910417,1
40,,,1
41,-1.2662866655261464,1.4741342459983928,0
42,,,1
43,,,1
44,,1.8052402509752183,0
45,-0.7301409246159173,,0
46,,,1
47,-1.84439391946325,0.6377884410999309,1
48,,0.163038757293401,1
49,0.4921641629445379,,0
50,,-0.5285268594268302,1
51,,-0.5121111292571607,0
52,,-1.7718487678617683,1
53,,,0
54,,-0.10860577398632562,0
55,0.39897461510966964,1.2933724067162466,1
56,,,0
57,1.9750856131833152,-0.52594858355679,1
58,,0.07219975422200214,1
59,0.37029936015961334,,0
60,,1.7129502393094447,0
61,0.21677155098210882,1.689718235353991,1
62,0.8402456156624236,0.7681293327815034,0
63,2.0873231394457963,0.5941997180643404,0
64,0.8775328298442276,,0
65,,-0.1071237264026539,1
66,-0.6315572785619371,0.49388575433301757,1
67,0.08364253816001378,,1
68,0.5221472592923545,2.065631485276647,1
69,0.3228941773010577,-0.5994933830230014,1
70,-0.19426256718872878,,0
71,-0.7985815639013557,0.3916431706400745,1
72,,,1
73,-0.5448946745128649,-1.5986023453574467,0
74,0.33476782983247727,,1
75,-0.6970774865068928,,0
76,0.037460089346239143,0.03654111932213488,0
77,0.2800152279506773,,0
78,-1.2001151766524238,0.06464349818732995,1
79,,,0
80,,-0.9744866833317466,1
81,,,1
82,,,1
83,2.9291938790591585,,1
84,-1.1737395981920915,,1
85,,-0.6267476999512341,1
86,0.7823953865171978,0.599607909540146,0
87,,,1
88,-1.0257816644619453,1.433963427947681,0
89,,1.4654322631708634,1
90,,,1
91,,,1
92,,,0
93,,,1
94,-0.32847516801482785,,0
95,1.0275566866938768,-1.4300503410024181,1
96,,1.2888151930414058,0
97,,,0
98,,-0.6110217384787494,0
99,-1.9581990653885128,,0
100,-0.9882756639151443,,1
101,0.6521856981736708,,0
102,-1.8921427601535286,,1
103,-0.01940504712587588,,1
104,-0.20288279338748025,,0
105,,,1
106,,-0.13546374063219657,0
107,,0.5054171108010895,1
108,,,0
109,,,0
110,,0.8882538741767421,1
111,0.5222027477145774,-0.7967097285219087,1
112,,-0.08297555266411435,0
113,,1.5612494095555016,1
114,,,0
115,,1.7164650535447048,1
116,0.5655826945874871,,1
117,,,0
118,,,1
119,,,1
120,,-1.6027610909624797,1
121,,-0.16042015388108524,0
122,-0.602305768671593,,0
123,-0.3756554326700584,-0.5859222618550312,0
124,,-1.0048508334249444,1
125,0.09383433962177494,,1
126,0.3750688420686545,,1
127,,,1
128,0.900024155712933,,0
129,,1.1524634073549376,0
130,,0.05736803355188935,1
131,,,0
132,,0.16595426679274644,0
133,1.6512306456082984,-0.300933872340146,1
134,,,1
135,0.61832811614672,,1
136,-0.4271337832123981,,1
137,,,0
138,,,0
139,,0.44025650092643226,1
140,,-0.5058117121645951,1
141,,,0
142,,0.2116705461190715,1
143,,2.0039101615679393,0
144,0.05806539920978417,,1
145,0.8210249862799982,-1.093803364539774,1
146,0.17170375759544695,-1.2695860599045523,1
147,,,1
148,,-0.11574136270518594,1
149,,,0
150,-0.71345915379654,0.2984545053920213,1
151,,-1.2382862382865956,1
152,,,0
153,-0.09884663608164383,,0
154,0.9319659085650065,1.1856240261360314,1
155,,1.0347785895208748,1
156,,0.024777571986245174,1
157,-0.9960541031361128,-0.467079492190751,0
158,0.6054331175902705,,1
159,,,0
160,,-1.6217680143278552,0
161,-0.4238688203483556,,0
162,-1.9494525985660294,-0.18531711972148096,0
163,,,0
164,-0.3614741153006096,,0
165,0.41228332479039215,,1
166,-0.05975428717914584,,0
167,,,1
168,,0.9325841334305565,0
169,-0.268546952361473,,0
170,0.6180592999158669,-1.1198347772685624,1
171,1.3718878499489473,,0
172,,,0
173,,,1
174,,,0
175,,1.76299350719112,0
176,,,0
177,0.20000038869754813,,0
178,1.414539123178067,-0.9900557586050317,1
179,,,1
180,-0.20208601426752235,-0.16771489359224429,0
181,,-1.1101431424634236,1
182,0.12798144215871968,,0
183,,,0
184,0.763898330675768,,0
185,1.8557126395459569,,1
186,,,0
187,,0.8668150675079437,1
188,0.5710256383260198,,0
189,-1.8770910686914672,-0.44201616038894026,0
190,,1.5677869950224919,0
191,-1.9815880833685524,-0.4469175722198142,0
192,0.37913075157004605,1.31430008226434,1
193,0.10999871033756113,1.5974791853282724,1
194,-0.23071488675808594,,0
195,-1.7860999069102457,0.09957483750924627,1
196,0.4634392121719872,0.8391676539121578,0
197,,-1.414589849782102,0
198,-0.19664927956401274,,1
199,,,1
200,-0.21828827389582947,,1
201,,,0
202,-0.323746596413675,1.6408971082224715,0
203,0.06951127134527553,,1
204,0.704181046804826,,1
205,-1.2613416561023554,0.87803988669197,1
206,-0.6638152432953057,,0
207,-0.658705587305035,0.9548237996645293,1
208,-1.3594946198413695,,0
209,,,1
210,,,0
211,-0.9821289217887105,,1
212,,,1
213,,,0
214,,-0.2870741732693164,0
215,-0.3566943323260397,,0
216,,-1.0028157854354094,0
217,,,0
218,0.8954367140458059,0.2090500653387244,0
219,,-1.134312380009544,0
220,-0.4725153016685441,1.7427428595915897,0
221,-1.0732628023947932,,0
222,,0.8928468421289473,0
223,1.3621517117864672,0.4040759096891789,0
224,-0.006759486850045114,-0.7603793885482841,0
225,0.10949146237876918,2.5138039293711256,1
226,,0.23358816581332018,0
227,0.2706117291893765,,1
228,,-0.17944332788382703,1
229,1.7942660362151037,,1
230,0.9178581303814127,0.11523666990531385,0
231,-0.7764403371549798,,1
232,0.35802895657490436,-0.46600764267028943,1
233,,,0
234,,,0
235,,-0.39089034192023026,1
236,0.21045610693233802,,1
237,-1.4864627817270069,,1
238,2.12596821675458,,1
239,,,1
240,0.3148384264260779,,1
241,0.19968957567255016,-1.5367856841697813,1
242,0.39220970027658864,0.387508729286848,0
243,1.1880057224955938,0.03178779847991952,0
244,,-0.5481260856806014,0
245,,,1
246,-0.2702435484282024,,1
247,,0.18933802454059595,0
248,-1.1563901640385232,,0
249,,,0
250,,,1
251,-0.21645763413087316,-1.0810011732580906,0
252,,,1
253,0.04163764757534538,0.3965533541476764,0
254,,,0
255,-1.0204164710789259,,0
256,,1.6367394609723278,1
257,,-1.7050090458577263,0
258,0.10543377245947755,-0.8793564766545844,1
259,-0.5734250969452968,-0.4308270049980019,0
260,1.353637889462618,-0.5985246869634395,1
261,0.3292617195771926,,1
262,-0.1513173785477685,,0
263,1.1114402594071446,,0
264,,-0.4184497110017654,0
265,-0.7704662053540936,,1
266,-0.36520884011049193,,0
267,,2.7167796360748775,0
268,1.7493548127952132,,0
269,,,0
270,,,0
271,-0.44414615718632416,0.31972160282965173,1
272,-0.7287115062930428,0.07517644046217624,1
273,1.0877674145701277,1.689125672844358,1
274,,-0.23736195925647186,1
275,-0.1577808762747403,-1.905020996332464,0
276,,0.64603457546597,1
277,-1.019788486013164,0.04772833963759867,1
278,,-2.7962425778182904,0
279,-0.19335392408796137,-0.3534052326787484,0
280,,,0
281,0.15820826348632297,1.5674061700753608,1
282,,-0.7884069980803271,0
283,0.020498963190904586,0.0347196305983187,0
284,0.9913143792221134,-0.8182144969743189,1
285,,0.689531533785482,1
286,-0.14197372616799986,,0
287,1.2009587299444167,-1.615865925819488,1
