InstanceId,X2,X8,y
0,0.3466470259584332,0.9619662435239706,0
1,0.5195923334228199,,0
2,-0.2673468719807767,-0.3958504784847716,0
3,0.4441642252501767,0.06047568946900326,0
4,-0.3011121828823527,1.25711155911404,0
5,0.10206317174127476,-0.07919291510571194,1
6,0.42554449717451215,-1.059934418344483,1
7,-0.9459284800226094,2.228303669131074,0
8,-0.7707586025291184,,0
9,-0.8235449364059031,1.1318800567081948,0
10,-0.2892395612805374,0.16659304431549957,1
11,,1.7980437285938045,1
12,1.3207098662901242,1.3901609237234258,1
13,0.9522180589861305,1.1416117619593962,1
14,-1.0563419024753817,-1.6611118316548399,0
15,,-0.11488017769290147,1
16,,,0
17,0.6952506029586852,0.7445391220360599,0
18,-0.566038617268049,,1
19,,-0.1730500763768692,1
20,-0.21422979362734057,0.9567826299782567,1
21,0.7586510770677165,-0.606263743448172,1
22,,-0.30507085833292136,1
23,-0.62933550990856,0.19947016164937126,1
24,0.32516501143966753,,1
25,0.866146062412658,0.11156179366801267,0
26,,-1.3560484000029438,1
27,-0.28196824754812566,,0
28,-0.7311801491988206,-0.833734506163856,0
29,-0.6266929218528405,-0.2874992502197133,0
30,-2.23089369261648,-0.0609122941224951,0
31,,,1
32,0.6927570208087164,2.6069716969772734,1
33,0.04817848353385203,0.2633066435390925,0
34,1.8916260908129587,,1
35,0.15663078390414056,0.8674001645715297,0
36,,-0.1544611544503358,1
37,,1.4570709208806178,0
38,0.15108868691312427,0.7010497098234603,0
39,,-1.2972759973910417,1
40,-0.2702476610495724,0.05942134595711955,1
41,-1.2662866655261464,1.4741342459983928,0
42,-1.0325152214533313,0.1333473395409232,1
43,1.036118986189869,-0.28670965415622085,1
44,-0.21746642227768126,1.8052402509752183,0
45,,,0
46,,0.6702173205506091,1
47,-1.84439391946325,0.6377884410999309,1
48,-0.19987320946071213,,1
49,0.4921641629445379,0.12836963186810482,0
50,0.36294597414919627,,1
51,,-0.5121111292571607,0
52,,-1.7718487678617683,1
53,-0.07052430352650257,,0
54,,-0.10860577398632562,0
55,0.39897461510966964,1.2933724067162466,1
56,1.0763606701360655,,0
57,1.9750856131833152,-0.52594858355679,1
58,-0.26598911048394186,0.07219975422200214,1
59,0.37029936015961334,,0
60,-1.1150562279992196,1.7129502393094447,0
61,,1.689718235353991,1
62,0.8402456156624236,0.7681293327815034,0
63,2.0873231394457963,0.5941997180643404,0
64,0.8775328298442276,0.6558328837169121,0
65,0.9593994981524758,-0.1071237264026539,1
66,-0.6315572785619371,0.49388575433301757,1
67,,,1
68,0.5221472592923545,2.065631485276647,1
69,0.3228941773010577,,1
70,-0.19426256718872878,-0.19255553355919391,0
71,,,1
72,0.38198766692356445,,1
73,-0.5448946745128649,,0
74,0.33476782983247727,2.8630490003562787,1
75,,-0.5486206592063712,0
76,0.037460089346239143,0.03654111932213488,0
77,0.2800152279506773,0.09830568396495094,0
78,-1.2001151766524238,0.06464349818732995,1
79,,1.681921369045491,0
80,,-0.9744866833317466,1
81,-0.3529088606381569,0.8276239088129935,1
82,1.5994479156924755,-0.7203041418077116,1
83,2.9291938790591585,-1.1746911207840771,1
84,-1.1737395981920915,,1
85,0.2257293757720891,-0.6267476999512341,1
86,,,0
87,0.5541909695096395,-1.0630675604682798,1
88,-1.0257816644619453,1.433963427947681,0
89,1.2619855225511356,,1
90,-1.427861023656433,,1
91,-1.2587775977232314,0.584733189780317,1
92,0.5195605432110212,0.15328531998236158,0
93,-0.8154636374944495,0.010011661585098607,1
94,,,0
95,,,1
96,-0.8089518397067869,1.2888151930414058,0
97,0.5990441689447038,0.5161729343498034,0
98,-0.5490450428683462,-0.6110217384787494,0
99,-1.9581990653885128,1.022342882632418,0
100,-0.9882756639151443,,1
101,0.6521856981736708,0.7881870058123641,0
102,,,1
103,,0.39098997604022956,1
104,,,0
105,-0.2936619496351326,0.5348207524641748,1
106,-0.7071294714792883,-0.13546374063219657,0
107,-0.4386935519994405,0.5054171108010895,1
108,-1.1050243009716658,-0.6862037417246034,0
109,-0.008937501481425995,-0.46290033622866544,0
110,-0.9051237925168021,,1
111,,-0.7967097285219087,1
112,-0.5299558965429935,,0
113,0.6975175808245393,,1
114,-0.31211561387796016,-0.471361704946085,0
115,,1.7164650535447048,1
116,0.5655826945874871,1.2771533385930316,1
117,,,0
