InstanceId,X1,X2,X4,X8,y
0,,,0.7775326764896828,,1
1,,1.8054151903928184,,,1
2,-0.8152711098741969,,0.03962315194405024,,1
3,1.2180499839626862,3.3637125482438006,,,0
4,,-0.20109808262762088,-1.7879121290469457,,1
5,-1.098128730521123,,,-0.6321640144289613,0
6,-0.5906839126240234,-1.7130015249171346,,0.9986574308659195,1
7,-0.6799827362389502,,,1.708101348430769,1
8,1.1583117106973218,,1.7732015630623534,,1
9,1.5135484192762372,0.42464010693820137,-1.3876471152152638,,1
10,-0.8074679333690786,-1.0327559826420931,-0.7950591855815146,,0
11,-0.007123912985981675,,-0.3102122837288685,-0.5837918592664593,0
12,,,,,1
13,,,1.258567949654202,0.3570955671207355,0
14,-0.6916547888209919,,0.5903252659176725,1.2148156935635372,1
15,0.1461837433111376,0.7967931727120721,-0.8558039261410029,,0
16,,,0.6087237838316557,,1
17,-0.3892464655692241,,,0.17848837132033377,1
18,0.9780815022103365,0.6305997847246627,,,0
19,1.1548025996699531,0.31632831529162136,,,0
20,,-1.1208324025205694,2.5684250269536655,-1.7548002503587328,1
21,,,,-0.25534864357534276,1
22,-0.13302541240267318,,-0.13922791200907023,0.45170823082280154,1
23,-0.4587478971923915,1.3847759437773148,1.4517977788206198,,1
24,,,1.1022000342918004,0.3867163905593386,1
25,,-0.905255353861966,-1.1749469043798524,,1
26,0.7559011723975316,-0.9583025484655148,,,1
27,,0.8095025938119185,-0.1359411427296033,,0
28,-0.35393333069772703,,-1.4111196269143704,0.7465001102776501,1
29,-0.854011003513217,,0.20636231561322008,1.22622028489156,1
30,-0.38367858033285834,-0.11848984708886347,-2.3710812260721417,-0.7352251660040467,0
31,,-0.5856087508971987,,1.9804320831987265,1
32,1.5954652984614206,,,,1
33,,,1.658970347337917,0.9186891564987414,1
34,-1.4603733827258258,,0.5008567656158037,0.45382699069747756,1
35,,,-0.5889899944709536,-0.005826110963085457,1
36,,,,-0.6425942300687003,0
37,,,0.43930823615828224,-1.848681377666837,1
38,,,0.4783345252530966,0.6514265065084408,1
39,,-1.030892609364378,-0.3846743978162253,,0
40,-0.9579536583054891,,,,1
41,,,,-0.13016005944589776,1
42,-0.11047483427735541,-2.015856390204625,,,0
43,0.23978823475201308,,,,1
44,,-0.854600983160415,,,1
45,1.2791005582288337,,,-0.5682260216140346,1
46,,,,-1.1128445005311494,1
47,,,1.2386278137039013,-0.4233685451498235,1
48,,,,,1
49,,,,-1.554190105862037,1
50,0.39606368770299055,,,0.16261777517803983,0
51,0.0765662203847478,,-2.0902305629070272,,0
52,-0.5384844786388752,-0.4376387141991382,-2.082650461992285,,0
53,0.6921187546730455,,,,0
54,-0.42963775890496875,,,,0
55,,,-0.15871558499124636,,1
56,,,0.22535903881019373,0.22540238170942786,1
57,0.9484996546586384,,,-1.4956013521848233,0
58,,,,,0
59,0.4632474961823502,0.32622385163954043,,1.2276452546201868,0
60,,,-0.8493271669305477,-1.1880426408294251,0
61,0.37119104316138835,0.21358588938973425,1.363239226978776,-0.18682162454750156,1
62,-0.032989583554604594,1.0018334701665337,-0.514508192879876,-1.7129586285518346,0
63,,-0.5685329962264648,,-1.5952024541029173,0
64,1.7050374526172063,,-1.2766392104554156,0.9925789529244861,0
65,,,,,0
66,,0.7616065135659084,,-0.8365027411262221,0
67,,,0.13272462957833597,,1
68,-0.7823214704504609,-0.7761335829897926,-0.0018892162071802222,,0
69,,0.28893741634457903,1.6407912626060956,0.36357597447204093,0
70,,,,-1.448229797667636,0
71,,-0.745038168909466,,,0
72,-0.8666776036254557,,-0.36943130336603514,0.03994884318209202,1
73,-1.2714916557968732,-0.2838289324559705,-0.0868475949793262,0.8677224378220753,1
74,-1.2876960859463362,,,,1
75,,0.3410568313475211,,-1.3530367813006785,1
76,,-0.1605905957886504,0.4121065794245826,0.5258719767372337,0
77,-0.5511453187203219,1.3218269746275901,,,1
78,0.3319589914349609,,0.15961269884742277,,0
79,,0.1638916766505905,-0.7190154211344255,-1.0823838812284874,1
80,0.32056591486292374,-0.48522654760692696,,,1
81,0.703428286259109,,0.8302084182096908,,0
82,,-1.6568670406565424,-1.9935486411461696,,0
83,0.2854568403014174,0.05976574741732832,,0.12880193776375937,0
84,-0.02119123632684032,,-0.0933580975828484,0.40437444465947836,1
85,,-1.0075196353269404,,-0.5355629004487704,0
86,0.7882899714057701,,,,0
87,-1.4761470582957243,,1.4574314500918844,,0
88,-0.1292961630363807,,,1.0014050539426034,1
89,0.19783218887333492,-0.514869946590415,,0.5309140937747229,0
90,1.3038179933078595,-1.4794805771294197,,1.018783003211582,0
91,,,-0.939323242324777,,0
92,,1.003642806149651,,,1
93,,,0.5917575520677076,,0
94,-1.1717525252577976,-0.24856856991023218,0.02625840746849615,,0
95,-0.5033446422807525,,-0.3820017123954388,,1
96,,1.3621949256213681,,-0.9143444283140181,1
97,0.8914660555334386,,-0.27813331338126696,0.26888860814374643,0
98,-0.43067488628108447,,,1.2183260835189478,1
99,,-0.8940581591990326,,0.5488314010716278,0
100,-0.3382240130220006,,-0.4789472779762972,,0
101,0.11442025670228095,,,0.6065714023925964,0
102,,0.3406280504116789,,,1
103,,-1.22061012492469,-1.315946993760986,-1.2913997354400004,0
104,,-0.07016323923459263,0.8789358077689902,,1
105,-1.0791109577524824,,1.0137999666332007,,1
106,0.9224380708754691,-1.5258280049978976,-0.9157614875509668,,0
107,-1.3713459390067968,,,-0.16488351626720577,0
108,-0.13297105688327265,0.11953873765382142,,,1
109,1.451987664263687,,-1.655833218955355,,1
110,1.273248244800292,-0.667303471756585,1.179891161578724,,1
111,,,,,1
112,1.2590960003968223,0.6193149567637611,,-1.4072698083969688,1
113,,,0.4346386442965174,-1.117591756077317,0
114,0.4382120324160742,,,,1
115,,-0.6512590455796359,0.34500250714205194,,1
116,-1.419208462073536,0.052115758132909674,,,1
117,,0.5763462644845422,,0.3505834233401734,0
118,-0.05908649703342174,1.8911350822413784,,,1
119,-0.39931981607421585,1.9717592255112637,,0.2890231248861762,1
120,,,-0.14932143028176406,,0
121,,1.4876597729051135,0.5735214360037972,,0
122,,0.19372192898175558,0.8053622696478783,,1
123,2.558584023057495,-0.16502592726289897,0.8715971354870033,-0.020255519654534215,1
124,-0.31078315979714294,0.29733250873992695,-0.8366527547525968,-1.1652823763400062,0
125,,-0.6737964480060352,,1.3049651016966033,1
126,,,-1.559290218731596,0.3167163048932333,1
127,1.1697535856023349,-0.27914015531621944,,0.8844886970509586,0
128,,,,,0
129,,,0.8211438584788147,,0
130,,-0.2928564806692972,,0.44359347147605205,0
131,-1.111335090256617,,-0.019068845443810725,,0
132,,,1.4436116318620826,,0
133,-0.4713477041179753,0.2318635923106195,,0.13081399301988017,1
134,,0.34083437875657346,0.4413508143074073,-1.7023055397188873,0
135,,-0.9178074908642082,,-1.0775659265785231,0
136,,0.16017598837448488,-0.8454160653859087,,0
137,1.4581868581321595,,,,1
138,-0.6933501071586363,,-0.4593151035022208,,0
139,0.6868075957168795,-0.6701102658873271,-0.08723226071462387,,0
140,-1.6423923933590292,1.1836137852001716,1.7080400166614615,0.911230599488928,1
141,,,-0.6873804305407747,-0.8794479151897259,0
142,0.2069127656135689,,,,1
143,,,-0.33160370798883354,-0.8115388274576466,0
144,-0.2555284870095112,0.5282397895309547,-0.4987986111309394,,1
145,,,0.0017003997268410817,,1
146,,,,-1.9003466805534317,0
147,-1.376808133167838,,,,0
148,,0.323675071313457,,,0
149,0.021178695228263832,,-1.7711237657834498,,0
150,,,0.062349934072338395,0.016152798101893982,1
151,0.7927508987292435,,,0.6978918366837599,0
152,0.25175835117446976,-0.4077705211450142,-0.04552174421268367,,0
153,-0.5932135286013372,,,-1.23148954440156,0
154,,-2.574942733851669,,-0.16257055719965158,0
155,,0.05777140888428199,,,1
156,-0.1392261682589856,0.25390025756225215,,,0
157,0.396468740627073,,,,0
158,,,,-0.11168424181553312,1
159,,1.433055649524376,,-0.16902664320622662,1
160,0.5717747228691392,-1.8713131203325093,,0.34329702257817124,0
161,-0.4492484915750326,-0.10500384542202207,-0.11649594617694987,,1
162,,-1.9593008831600076,-0.3504329007520508,,1
163,,,,-1.0057240641181386,1
164,,-0.48151848808802766,-0.6242136103852488,1.127325557654672,0
165,,-2.9638318011380376,,0.6021638860514363,1
166,,,,,0
167,0.47949663761702777,1.7675259751808168,,,0
168,0.7675818619789739,-0.8791395331009456,-0.10035491216891759,,1
169,,,,-0.9811291006048873,1
170,0.2319597082284425,0.2026855009152701,,-0.5408720998264914,1
171,-1.5039918810807955,,,,0
172,-0.9087660021004516,,-0.6201462427001632,0.24627529353635966,1
173,,-0.00992470094383618,1.0064271872041424,1.3128843676646123,1
174,0.82743591791705,-0.13122673252439285,,,0
175,,-0.6469080743923158,,2.1900077750529623,0
176,,-1.2983535030330675,,,1
177,-1.6154931018786949,,-0.5434177501168008,,0
178,,,-0.5746884760635871,,0
179,-0.7603228742919682,0.5524735438163922,0.3115174919055316,,0
180,,-1.8418872337972345,0.15840769359788634,-1.3612413888984236,0
181,0.3974995449843209,,0.7530248639596693,,0
182,,,,-1.3073303169489465,1
183,-1.8220421215021292,,,,1
184,,0.06977118052211138,,,1
185,0.9614478060056586,,-0.3422262586950141,,0
