InstanceId,X1,X2,X8,y
0,-1.5284734588258844,,-0.7868971019808905,0
1,,,-1.0801589611128464,0
2,-0.08940039204866253,0.27634147214148064,0.14018591227277455,0
3,-2.486642176950218,,,0
4,-0.8420699390091161,-1.3381745667833962,0.5486649659266862,0
5,2.0104347974966763,1.6747104785853382,-0.7294644122236216,0
6,-0.436677924575499,,0.8718769255047092,0
7,0.25394558107419973,0.16360842481970814,0.10687292940464099,0
8,-0.10486684595332275,-1.0315618354688096,0.6500202011820512,0
9,-0.549306615487815,-0.20353964172829833,,0
10,,0.45822459740458227,0.942471027819325,0
11,-0.0428734749657444,0.6203499550469563,-1.0459324037423885,0
12,,,,0
13,,,,0
14,,-1.2119763136357022,-0.42692412421372744,0
15,,,1.23356739464767,0
16,1.359608501259218,0.38401236995507804,0.36573533912391476,0
17,-0.1886352580828099,,-0.5495225714872077,0
18,,0.12084115470464582,,0
19,,0.8423955000220776,0.864778777545353,0
20,0.7541799373391795,,-0.3011469108882721,0
21,-0.292512560005061,,-0.7570244024118993,0
22,-1.697738597423883,0.619893847672551,,0
23,,-0.6931535680851474,,0
24,,,,0
25,0.13012309449820464,,,0
26,,-0.9675526807593462,-1.4644206617567301,0
27,-1.162108750844964,,,0
28,-0.6065771636397267,-1.5013360695836746,-0.350411358200434,0
29,-0.09098034690331548,-0.9925157906877657,-0.27897701665760904,0
30,-0.2866903267321616,0.42217652610470746,,0
31,0.7556142002580215,-1.0689056664534102,,0
32,,-0.5935394513567547,2.037959114363479,0
33,-2.8867029260321933,0.7462454359027966,,0
34,,-1.1579185461298787,,0
35,1.3363748144277459,,,0
36,-1.9327415901164224,-0.7277018342416913,0.7845231361927173,0
37,,,,0
38,-0.15178190271454378,1.8692894671549345,0.12767149189269478,0
39,,-0.7369808168760897,,0
40,,,,0
41,1.26052371205546,,,0
42,0.20090111310667136,-0.7409154502903966,-1.3388459620942235,0
43,1.3937265176634306,,,0
44,,,0.1027439716372036,0
45,,,,0
46,,,0.5327941578748016,0
47,0.9581291895431178,0.08237644230719268,1.0497960571491223,0
48,0.31537406951771324,-1.479142827337919,,0
49,-1.7814271859206032,-0.48035144431460136,-0.22892993814633464,0
50,,,0.14327730074315714,0
51,,,0.04266063315509743,0
52,,-0.8482955629691885,,0
53,-0.17345677873776355,-0.6302493945418676,,0
54,,1.4416511806164303,,0
55,1.1611993492544215,,0.57694257910198,0
56,,,-1.3720518359446632,0
57,,-0.25353560410407994,,0
58,,,,0
59,,,-0.020077934729193513,0
60,,-2.9108302415407654,2.141908613186672,0
61,,0.81593908454885,,0
62,,-0.4454230609825572,0.44924172821337016,0
63,,,0.013497768711649219,0
64,,,0.5159787137957247,0
65,,-0.118012392264244,0.23419587713254028,0
66,,-2.139103348300697,,0
67,,,0.7137225669923013,0
68,0.52897577058948,0.5800005612728633,1.7008342875756923,0
69,,-0.8484247041068693,0.32756900323493426,0
70,-0.3050957269683126,,-0.9403037973851727,0
71,0.834169711964,-1.0660753503544351,-1.3789564639874619,0
72,,-2.008710685102587,-0.8208966160899067,0
73,1.6227528617368452,1.2387468344324024,-0.6183507302489554,0
74,-0.2328852846275937,,,0
75,,,,0
76,,-0.5556627551840352,,0
77,-1.2714673625768518,,,0
78,,1.6027624296341239,0.13511414198991728,0
79,-0.5014679829002164,0.0015011855086665498,-1.3532144520067082,0
80,,,,0
81,,-0.9847368930001468,,0
82,,,1.863417472817619,0
83,-1.89238962271392,-0.9626632743022712,-0.3306414839018516,0
84,,,-0.35838764741579116,0
85,-1.164806532035962,,-1.645976930664238,0
86,,,,0
87,,-0.7549328630561076,,0
88,,,1.0305923018557612,0
