InstanceId,X0,X5,X6,X7,X8,y
0,,1.5824811170615634,-0.9092324048562419,-0.5916366579302884,,1
1,,,,1.8573310072313118,,1
2,,,,-0.3633108784819174,,1
3,,0.24921765856490757,,,-0.08687560627763552,0
4,-0.3058530211666308,1.2919633833879631,1.1393429788252842,0.49444039812108825,-0.3363362591365529,1
5,1.4133980179217838,1.1522047703756748,-0.1071639848241478,,,1
6,,,1.189060725824544,,,0
7,,,0.8726546212518307,,,0
8,,,,-0.2151878024236405,-0.7607603085956881,0
9,,0.7882379435396791,,,,1
10,0.7924226173066341,1.018137609564609,-0.8464686168782807,2.5208076341549916,-1.2323861148032735,0
11,0.04595522410229037,-1.167278449710173,,2.2379656117362696,-1.4812592014760095,0
12,,,-0.36840953098509416,,,1
13,,1.6399540662187597,2.0736155286567595,0.7097978597938108,0.7471525922096975,0
14,1.7384488142376797,0.877152812186743,,,,0
15,1.4021666203758465,,,,,0
16,,,-0.510256056076286,,,1
17,0.49852362361856384,,,-2.386697744379377,,0
18,,-0.17170904843929477,,,-1.2640833431434955,1
19,0.24981731592122017,,0.024210744386125548,-0.23998173469104078,0.9101105639068093,0
20,0.49961804386532443,,,0.21204331876967614,-0.3679445685512342,0
21,-1.0295734942351702,,-1.1212876008978485,1.4728447297202483,,1
22,,-0.04978868431154955,,-0.1917395684517187,,0
23,,-0.12765822195358442,-1.807916624216005,0.9939689768716928,-1.491128858818253,1
24,-0.375707409780949,,-1.809551228823682,,-0.693799346816814,1
25,-0.1452001865620599,0.6932537043123401,,1.3531131105069851,-0.9286265130171387,1
26,,0.5461774263683895,0.7118892605186535,,-0.07006702505266953,0
27,,-1.2439951342219098,0.6288803314609249,,,0
28,0.048944630112707777,,-0.7150812419779358,,-2.7745833607708863,0
29,-0.8756859169243153,-0.5090725984592255,0.895000938790005,-0.17620336617922988,0.3460834685556485,1
30,0.42716401996388864,,,-1.7020899666109865,-1.3803322297834448,1
31,,,,0.012623501414499815,-0.8747737971072579,0
32,,-0.7786932527232613,,,,1
33,1.140495938093696,0.684246816180101,-0.045670297058469644,,,0
34,1.258073606676455,-0.03720826581577405,-1.6296783988972459,1.1348633753477662,,0
35,-0.9342785949904113,,0.14082715272159635,-0.20999860102176093,-0.12050664401555156,0
36,,,,,-0.5494973323633916,0
37,-0.6973458057904679,,-1.0620979588883213,1.66638040156906,,1
38,0.06540955928016469,0.21456398452907421,,,-1.454693871103971,1
39,,,1.7763221291484148,,,0
40,-0.8970939975073631,,,-1.2347294991323687,0.38547989325078796,1
41,-0.5589262707450762,,,,0.1580651440379482,0
42,1.9535886796522515,,,0.9156625953165883,,1
43,,,,,-0.9329844355645641,1
44,,0.6977711073598102,,,,0
45,,,,-0.2281859843793368,-1.2345043335155528,0
46,0.12135718150184839,-0.18598246728492965,0.3722697794487287,,,0
47,0.935707904061502,,,,,0
48,,,-0.9295629231571081,,0.9024795228465925,1
49,,-1.8227491937764702,-0.23960639871450742,,,1
