Sorted multisurf Scores
Alkaline phosphatase (U/L),0.15093815870869348
Haemoglobin (g/dL),0.11247731860539131
Ferritin (ng/mL),0.08370464771226924
Diabetes,0.06579868971151448
Performance Status*,0.06174157245024372
Aspartate transaminase (U/L),0.05805603067723838
Alpha-Fetoprotein (ng/mL),0.05343055180609027
Hepatitis C Virus Antibody,0.05170614387855458
Direct Bilirubin (mg/dL),0.050727537852892024
Ascites degree*,0.050401987948211976
Oxygen Saturation (%),0.04936203089574488
Liver Metastasis,0.04680001542269414
Total Bilirubin(mg/dL),0.04622318542513676
Major dimension of nodule (cm),0.04091392531599717
Iron,0.03916154534458517
Albumin (mg/dL),0.0376819191110574
Symptoms ,0.03509721124275131
Chronic Renal Insufficiency,0.029170340474235466
Gamma glutamyl transferase (U/L),0.02604229615253014
Mean Corpuscular Volume,0.023517354927490984
Portal Vein Thrombosis,0.023057381313200894
Platelets,0.014707334755299456
Packs of cigarets per year,0.00962810694707344
Creatinine (mg/dL),0.008209264275365188
Cirrhosis,0.0052078320550180334
Alanine transaminase (U/L),0.004386113742020132
International Normalised Ratio*,0.0016819742088701431
Hepatitis B e Antigen,0.0
Hepatitis B Core Antibody,-7.959613796946325e-05
Human Immunodeficiency Virus,-0.0013127092642716061
Smoking,-0.0013632964570420335
Total Proteins (g/dL),-0.002086364917672329
Leukocytes(G/L),-0.002960579249834254
Hepatitis B Surface Antigen,-0.003061747967542467
Endemic Countries,-0.005685803486272479
Nonalcoholic Steatohepatitis,-0.006414601025869398
Hemochromatosis,-0.009764410026871059
Obesity,-0.010041126364025845
Grams of Alcohol per day,-0.01190632120261637
Esophageal Varices,-0.012039237029587075
Number of Nodules,-0.014661241343995251
Radiological Hallmark,-0.019650648860214878
Encephalopathy degree*,-0.020097961095189472
Portal Hypertension,-0.02042963086351599
Arterial Hypertension,-0.038516671362980884
Alcohol,-0.0392508152123091
Splenomegaly,-0.04331822359373139
