InstanceId,X2,X7,X9,y
0,-0.577748541980522,,,1
1,-0.000896208257559434,-0.9332999210240819,-0.14996458142892033,1
2,1.5585212703205311,,-0.41668094555571383,1
3,-1.031006999223607,0.8451484651221661,0.37484033700986913,0
4,0.45973502864826427,0.46834977815203477,0.71614054033269,1
5,,-1.2205873797054034,1.548762187128579,1
6,-0.12459608913173652,-0.1904917591600809,-0.6753787126239779,0
7,-0.765106376027976,-0.12138246473710632,-1.4823576645803684,0
8,1.2339970125658406,-1.4432096773155298,-1.088929370694134,1
9,0.7431590719056897,-0.05084074053552277,,1
10,-1.0553954133132355,-1.839473555795446,-1.3089326652057682,0
11,-1.6449600786157061,1.2713729120584865,0.17619991082361053,0
12,-0.5138821143558298,0.20577904486465173,,0
13,-0.33424585655820954,0.8644488867646462,0.5292195503740459,0
14,0.9489618902113146,,-0.2593385779082003,0
15,-0.04992939014679926,,-1.37094950327357,0
16,-0.8482533627688693,-0.15260103486108334,0.7122185082939548,1
17,-0.8209362429929449,-3.5672288402534673,-0.6417990252031832,0
18,1.3144399210806155,1.6550681138656873,-0.9824706218991379,0
19,-0.11524746197233038,-1.5621789960469745,0.7322648179605485,1
20,0.29210543914058223,0.950143560659568,,1
21,0.4138232425191619,-1.427123688251812,-0.5492464650455874,1
22,-0.6484696515228031,-1.097127445363769,0.3343569062382751,1
23,-1.6558342385586138,-1.6673798351996068,0.769263068302692,1
24,0.48466558075460114,,-0.6550384457522871,0
25,-0.9266904268483014,1.5979639250016922,,0
26,0.4021156582502496,,-3.02516422453278,1
27,-0.7607483645915928,0.5577474530304293,0.6795709635403078,0
28,0.07328228256097402,,-0.3925562198839597,1
29,-0.9531994122028941,0.2923042179675191,-0.685434124651454,1
30,0.5796667534242329,-0.5068504573676661,0.830980342945736,0
31,0.2371655322913359,-1.5597537532071128,0.30779415663205073,0
32,0.2893833207903667,-0.19198476639446707,-0.2256259230734279,1
33,-0.0889799405027822,0.40409054548405965,-1.581440012171733,1
34,-0.860661985058293,0.7799916546854737,1.1987092642537096,0
35,-1.3028879253115477,-0.5947383565930139,-0.2884920669331334,0
36,-1.686937953949053,2.029866127295916,1.1815085405072085,0
37,-0.7086409256468938,-0.18713640844574064,1.0273163821064901,1
38,-1.6019635980247782,,2.426653984400527,1
39,,-0.7327133795516687,1.3660278577883462,1
40,-1.6641276373453409,-0.6746371678439478,-0.33181097821006295,0
41,-0.3637524126574277,0.8605654362542313,0.9132343314021646,0
42,-1.1171443200619702,-0.34371553826974116,-0.3714413860847242,0
43,-0.2566500365501905,0.03742852078666375,-1.0541426947471875,1
44,0.10591816582502067,1.9173229335152162,1.2058558627452578,1
45,-1.8090364006105955,,1.2949868094483898,1
46,-0.5016187384632712,0.43949583109379,-1.5474390561385638,1
47,-0.12016030227759672,1.0337572384581637,-0.40008666392467923,1
48,-0.5477913761055309,-0.24904046351550607,-1.7998288860582958,0
49,0.9134927649252285,3.1674893194473106,0.7465407051674049,1
50,0.3722677871943729,0.5169683530317646,1.5463627117396943,1
