InstanceId,X1,X2,X3,X5,X6,X7,X8,y
0,,,-0.2393251681975715,-1.0022720102948925,,,,0
1,,,0.7523175792427935,,0.7477502655342787,,1.5201295878480097,0
2,,-0.6460736127135367,0.3373250015283134,,,,-1.0885495320032412,0
3,-2.4900303929687926,,,-0.13671323769795202,,-0.2509295364666143,-0.07881230442561955,0
4,,,,-0.4799497928864653,,,,0
5,0.5369099947820489,,,,,0.4847673630213289,,0
6,,,,0.09448730934505113,,,0.35497618765499817,0
7,,-1.3760569578246407,,0.5355222083914463,1.1599980399623604,-0.16500504935035115,,0
8,0.9802375591042167,1.0068883992380984,0.7821562548348514,,0.5526081537157995,0.32960342532297615,0.863118290100327,0
9,-2.7695329546980534,,0.06914819800260025,0.8693451743138693,,0.01711849472733593,0.6897133944986947,0
10,,,,,0.31157204649746634,-0.4670631598383793,2.2005489703095664,0
11,1.1282928663785927,,1.0795408005699312,-0.23412953751727705,,1.2584231596210713,-0.8213392740208856,0
12,,,-0.06349586974156621,-1.8711127988022984,-0.8150686742495701,,,0
13,,,2.8272617096261605,1.0588102841221323,,-0.24495029708461852,-0.8530946775618902,0
14,,,0.7816050343713158,-0.47273594983298806,1.5881055862370221,-1.0865947474366422,0.3599392990103811,0
15,1.2561242270681852,,,,1.3520804644487645,,-0.2779182274853208,0
16,,-0.20728163878655576,,1.8754584325774666,0.04365758456415513,,0.35039678739089103,0
17,-0.5310019440576749,,,-0.06197856067814725,,1.6975477535858363,,0
18,,-1.0740186097703075,,0.3200196492985397,0.6022918868825278,,2.0702961922356224,0
19,,0.5561306284336304,-1.6045775251329262,1.0207673578210494,0.4834111474928066,,0.3493432353943182,0
20,1.2543929152310245,,,,-1.5313913088414703,,0.9230467703189371,0
21,,-1.5179956911064751,-0.33571296007955614,,,-0.7483285175096438,,0
22,,0.20167467968002029,,0.47892758936063184,2.8479994524471453,,,0
23,-1.5988020288041267,,,1.7625619105329193,2.4680659506922127,-0.6956977879726147,,0
24,,,-1.2313839177489008,0.3211588794974383,,,-0.17358295982126246,0
25,,-1.2132525645464463,,0.15338683356403388,1.2086753260546657,2.5852365780049107,-1.644529667662592,0
26,,,,,,,-2.190004786961094,0
27,-1.7109415043598981,,-0.5410977202554536,-0.8691208699685485,,-0.5758914159410713,1.5600013280631035,0
28,,0.19582619020700845,0.35623911399344516,,,-0.7094677674254456,-0.7526128451812327,0
29,-1.0049873946653156,1.7033394825586805,0.3474540905504402,,1.4706925389285985,,-2.637189727485844,0
30,,,0.555250500461632,,,1.046476557665883,-1.5847592401327215,0
31,,-0.20711332190366244,-1.4104460752841341,,,0.15597770090659652,0.4578874473534093,0
32,-0.43364300048131293,,-0.1725269283067118,0.08761399738446347,-0.5229806119252641,0.6742533912834385,,0
33,,,0.1440979336539006,,,-2.179376225488025,,0
34,,-0.21102865020139655,0.08362305906472062,2.119756172601666,0.8163209671622907,-0.8518273002933064,,0
35,,,,1.053357626996108,,,,0
36,0.23495533014516845,0.4404572355217955,,,,0.4987274749566476,1.6888131964898858,0
37,0.07879137777686478,-0.47873837472653064,,1.5154619000831333,1.1009583270451124,-0.46328335248466956,1.5051511735532472,0
38,,-0.23115038739277588,,,,,,0
39,-0.1714595353160214,0.6093946113959583,,1.7464466555486302,,,,0
40,,-2.490870389528978,0.4396532451023807,1.2414142865706383,0.4953530364644659,1.22814372962711,,0
41,-0.9638528805278703,1.4400196223633732,,,,-1.0178250001293443,-0.1629517124346092,0
42,,,-1.4738663698875158,,,,,0
43,0.48554685596703173,-0.5133427964414626,,,-0.013149380936426862,,-0.5381701361282535,0
44,,,,,-2.1300079099424427,-0.14518917913833135,,0
45,,-0.1228118304324165,,0.17388692052406757,,,-0.7158590608858614,0
46,-0.27341924831191344,1.0132783464039639,,-1.117012914627494,-0.3206894435410604,-0.47747678382102443,,0
47,-1.1959720922521522,0.36987955168309933,0.28449443914305134,-0.365974103998227,,-0.12647617412462417,-0.12685351831689665,0
48,0.14944838022069531,0.9644352669026595,,-0.9474473356609179,0.04287885119957617,,0.35212970376042246,0
49,0.7187715972202309,0.6920686253445005,,-0.16660094605515757,,,-0.24972538897844557,0
50,,,-1.6394767783056594,0.6477009341866649,,,0.831412837045599,0
51,,1.17664164760605,,1.2533193092352666,-0.9127391006741095,0.7328988339291814,-0.49730100509225866,0
52,,,,-0.5438136322527163,,0.8723041604494266,,0
53,-1.6600404440958203,1.6150771223803178,1.8517815687953394,,,,,0
54,,,-0.5462203335572208,-0.7102513297787157,-1.897303331924578,,,0
55,0.1113561238549684,,0.2801639372230004,,,,0.15752906651812704,0
56,0.535214668171977,,,,0.15959782962966348,1.1851488659797602,,0
57,,1.8345398531972772,-0.8939761565015488,-2.3906882689942592,,-0.9595779069819527,-0.023248790059191567,0
58,-2.367237786016202,,-0.6590142863865239,,-1.0222229014459745,-1.350596536086092,,0
59,1.0702521119431216,-0.8668427836651404,,0.5149331104086617,-2.168729971309095,,-0.5435772820790199,0
60,,-1.1668278007930581,,0.7706583506233909,0.7638221032244638,0.15560308966294054,1.3768365250154493,0
61,,,-1.2897870980163566,-0.39061449038407076,-1.4389106655220505,-0.4824764557062427,,0
62,-0.5410211961983226,,,,-0.7260275427111061,,,0
63,0.8352348323008917,-0.7403388038513576,,,,,0.30086498003921347,0
64,,,,1.016394737598714,-0.4031433251138605,0.559454121185098,-1.0404310754203467,0
65,,0.3085401468261907,0.14004419782803595,0.6978377075342195,,,0.20169662303096683,0
66,,,-0.9883905499075187,-2.275231055191319,-0.3321166176755923,,,0
67,,1.076133763539293,1.5045745315668801,1.1987227730541323,-0.7370548618403652,0.8535358358934968,-1.684741190452105,0
68,,-0.2999711888579658,-0.4284037270885836,0.5765288476585404,,,,0
69,,,,0.7421861411947842,,0.57239843108399,,0
70,-0.9901345890045559,,0.13855432800290993,,-0.06090535570916611,,0.8378143722152726,0
71,0.9161894801442552,,,-0.12040093407518931,,,,0
72,,,1.0040141706235672,,-0.04572155224880336,,0.15912105457009018,0
73,,,-0.21744642816586324,-0.3904592392509622,0.3651703600028618,0.34641719053009906,,0
74,-0.3496821535084329,-2.2165375540494923,,,-0.13803795475202046,-0.6782817363113233,-0.14715285288626553,0
75,,,,,,-1.0514603020735236,,0
76,0.8179877699736737,,,-0.40218459718937416,,,,0
77,-1.8973270477345399,,,0.560099456210756,-1.0126582913949647,3.0579420997930113,,0
78,-0.38107207839705776,,-0.9412776994696269,0.5557243834979229,,,0.4893214513336906,0
79,,,0.6648046633201544,,0.9699712430423529,,0.4890588438595224,0
80,,0.12567423541497608,-1.8064862167015892,-0.6080494375079236,-0.7802609890140272,,,0
81,,,1.6599703654821611,-1.7784471207405415,-1.4685192182826898,-0.5959972635595405,0.9268622669280914,0
82,2.1769427569495705,,,-0.4987588335849492,,,,0
83,1.1683984893137451,-0.06726135161464834,,,-0.039232463940441185,,,0
84,,,,-1.0488599815791564,1.514290676583144,-0.4136265621031264,-1.3132841982383647,0
85,,-0.1287034783107295,,0.23419785800571796,-2.312390817337217,-2.1936041989783615,,0
86,-1.7094001253157942,,,,-0.15132422280284713,-0.002010668692177459,0.42029271833488546,0
87,,,0.055319076690871605,,0.12129563944361438,-1.0575127313875952,,0
88,,,,,0.23552351142515823,,-0.4106146171043597,0
89,-1.753629857009698,-1.343464338911367,0.7937685728006818,0.6826405179025522,,-1.1428238570471254,0.5631913902068308,0
90,,0.5097557792293007,,,0.22428714104153177,,,0
91,,,,0.3176397132032197,-0.5408418456021409,1.1464948737289071,-1.3240737819849426,0
92,,-1.1554988961145258,,,-0.9146263845137795,0.09458387928735662,,0
93,-2.1609010065978382,,,,-1.297361603932685,,-0.6260510948186685,0
94,,1.4023610678476433,-2.6028785962911165,,,,-0.7926419698115003,0
95,0.018729943794378253,-1.254115898601287,,-0.5475902139649347,1.0079781067192588,,,0
96,-1.4535833472558757,1.4221149140332785,-0.3516323469717555,-0.15529305057244785,,,,0
97,0.09794676304105701,,,-1.7686358524646664,-1.7758649435155844,-0.2516697876866408,,0
98,,,,,-0.8712886933429824,,,0
99,,-1.1201699436906731,-1.2027541350100668,1.9310693055667927,1.0937121601376798,,0.49826401340300613,0
100,,0.10383804559918153,,,,-1.2689461212826014,0.2155375439897134,0
101,,,-0.2002190520446378,0.9791607069444566,,,1.5459347617664543,0
102,-1.9119577523625424,,,,0.9403556768127922,,0.9658874509999585,0
103,,-0.27673823364407235,-1.058202979202084,,,-1.6974187215214491,0.28437351499054486,0
104,0.22084725552475395,-0.4732565415475839,,,1.2766488864376027,,,0
105,0.6445044675444999,-0.6936146824671592,,0.18719513326538006,-1.3344971285029845,0.16567462469811264,-1.5516809377097078,0
106,,1.1701576063825008,,,0.8280042445473005,1.1875277241976188,1.1101460526135227,0
107,,0.014583635622385367,,,,-0.8603216441131073,,0
108,,1.0424475101227972,,,1.4823410794890295,,1.079024335260474,0
109,,,,0.8020147403058028,,,1.1453295247856135,0
110,,-0.571972663812464,,,,1.742371842026678,-0.6498212849707437,0
111,,,,,-1.3250670625752878,0.5266547096842209,0.6481911280050189,0
112,,,0.15006016878427145,,,,0.6610701794625254,0
113,-0.4393713197765051,1.4242290145579133,,,-1.5180850283110932,-0.00043041413406394685,0.201642584158944,0
114,,0.40029455308339107,,0.6372342702187055,,0.15734770040860727,0.23455888609886405,0
115,-0.29614295772409616,,,-1.1272138431120224,,0.1700166405581658,,0
116,,0.10341124133240268,0.0811440852165809,-0.19307709429092806,,,0.6476228923806194,0
117,-0.6021282190074153,,-0.09462614842711682,,-0.955360642828424,,0.08497937928587387,0
118,,2.118080890725726,,,-0.48169897784669496,-0.35767653619655415,-0.3545071497772416,0
119,-0.6181433738086138,,1.34024048817513,,0.9304022646789307,2.607768569097646,1.6312646398089348,0
120,-1.5907593767330925,,,,,,0.34386060367834875,0
121,,-0.06625909371571242,,,-1.0717386416636043,1.4349906448679943,,0
122,-0.19177285685907086,,2.645212913633855,-0.26928716657733276,-1.5828779836248448,0.24571885517949527,,0
123,,,1.7505578005721198,-0.23544663301228969,1.511545631584504,0.2615151127988915,,0
124,,,,-1.4571660184137145,0.3014080605039669,,,0
125,,-1.3604932640671923,-0.7747877509239773,,0.5167046480075703,,,0
126,-0.5086846029518831,0.8027875098657028,,,,,-0.33985621102040536,0
127,,0.6181161074970585,-0.40679908039476476,0.2076477713363252,0.8066622691743613,-0.521678673050498,-0.5483981614917318,0
128,,0.676580524573048,,0.06476378175477082,-0.7610488000595914,-0.03630541564947167,,0
129,,1.0340136043861015,,,-0.3022272462667964,-0.46340585040842663,,0
130,,0.4365327294566209,1.0079319370759685,0.9306658048840643,-0.9648383239999003,,0.24058606587881087,0
131,,,-0.02552165105544516,,-0.8347460145494832,-0.034279211097177166,,0
132,,0.26994562055675814,1.0027956439686465,,-0.016994297897203144,0.9893863880111958,-0.5931468747383453,0
133,,,,-0.447083411238073,,,,0
134,,0.6792813484817185,-1.3745287346701487,,-0.36079005017382176,0.13733853454435707,-0.2049651860191504,0
135,0.6961338294928785,-0.530929208325727,,-0.8469535312813558,-1.0662937161531136,,,0
136,,,1.4743587861815433,0.7813244637439434,,,,0
137,,0.7453721407110443,-1.3476481625671766,-0.8302486319143799,,-0.34412206230561626,-0.48213920755584966,0
138,-2.0381631380622993,,,,-0.35304503489379074,1.5732480190459268,,0
139,-0.06429864061911647,,-0.23737106778309394,,,-1.172054676432837,,0
140,,,,0.8413392217899675,,-0.9356425368786562,0.20639523391707984,0
141,,-0.3653282211695694,1.2290315442323896,-0.5818365215159428,,,,0
142,,-0.5350956292445321,,1.4970387810089052,-0.20217596110999894,,,0
143,,-1.0882148383979913,-1.1155139574178763,,-0.7175581425748987,0.07148980800567031,,0
144,-0.942563610370995,-0.1761790776228856,-1.7316126335578628,,,1.7218106968344995,,0
145,,,-0.8329262610567251,,,-1.242692968984634,-0.5224256356446758,0
146,-0.4387628735266515,1.1974227223425888,,,,,,0
147,,-0.6425017338545423,,-1.7095221334268913,0.6525037525276075,1.2261030351582511,,0
148,0.320208109483418,-0.28545798955501384,1.4345822198301277,,1.4508910007208002,,0.6493627861138931,0
149,,-0.47876664877287284,,,,,,0
150,,,,0.13213978557551037,-1.5216211472948542,,1.2496757289153972,0
151,,,,-0.5693639996301102,,,,0
152,-2.262321724122023,0.04284353283674071,,,,,,0
153,-0.25206974485115025,,,0.5803828810710057,-0.28759862869376174,-0.4576796766943117,,0
154,,1.2835964554845884,,-0.6307371343334283,,,-1.5537016411248123,0
155,0.04108555687800059,-0.038154630948359025,0.802554974413453,,,,,0
156,,,,-0.544360095432947,0.20224672602827334,,,0
157,,-0.20849192437455358,,,,,,0
158,0.4985387568139907,-0.5760682265232668,,-0.713213642673936,,-0.487471529101679,,0
159,0.2589645045970415,-0.6767860659622033,,,-0.12310157860046891,1.3523110356951695,-0.09034822922775913,0
160,-0.6766661485399706,,,-0.8101631706800118,1.9369431761662959,1.3767591233327983,1.0545165101298204,0
161,0.28378769730684633,,0.7598516568403075,-1.507058576950401,,,,0
162,-2.3955583022456883,,,,2.7699178583053006,-0.03935776585023228,-1.0752061089520344,0
163,,-0.33241839632625286,,0.7993393531533877,,0.17340458010722312,,0
164,-0.3494411291855796,-1.129154432087559,,-0.927477263234537,-1.6446297152456886,-0.008772643125493404,0.44891627783880544,0
165,,,,-1.6479832097012541,-2.029765964803018,,-0.8031561833890795,0
166,,,,,,0.81382835572669,,0
167,,1.7227337094503816,2.684909043992101,0.22125727823673808,0.3260868060299315,0.3925885163817116,0.27677060181165625,0
168,1.7777392806726933,0.41354422345358055,1.385041543129157,,-0.6639473923014164,1.0711689456861464,,0
169,-0.6051189079511953,,,-0.8114881769191657,,,-0.5319158835187876,1
170,1.172311464976212,,,-0.9512850161748322,-0.14522451969610053,,0.25116416557029475,0
171,0.26814794893981436,-0.6686357706120284,,,-0.4397162566278008,-0.9441337706551847,,0
172,1.4389399098314626,0.262276016757854,,,-1.4229998344479298,-1.0353270766169427,0.7993219950151979,0
173,-1.0639518354799777,,,0.8814886627203505,,0.8181168684914678,-0.38448260970035814,1
174,1.0614654491078885,1.5725405011813236,,0.5181260049893068,0.17656010379824263,-1.3942681722051133,-0.4428619723552635,1
175,-0.6913790256395994,,,-0.6651038308128532,-0.4033039659526689,-0.844780771815379,0.40202044765936445,1
176,0.2910665636151261,,,-1.3139486982103186,,1.2239852438428607,0.13408936629881876,0
177,,-1.8992164585499598,,,,,0.09891540368158339,0
178,,,0.6623037540207237,1.2824615789004308,,-0.2279742379816923,-0.11025989089043897,1
179,-0.21053697001745528,,,-1.842998741119653,-0.13286008404644953,,0.0846772079127211,1
180,,1.1058340713087467,,,0.12304135315136791,,,1
181,,-0.39230071050436743,,-0.30092578350360966,,,,1
182,-1.3206470156632237,,,0.013502133250774609,,-1.468288360124764,,1
183,,-0.6766174722587626,-0.09112481380188481,,,0.02865719525905554,,1
184,0.21201985130177084,1.042977832966509,,-0.5006795015546299,,1.0863156313248064,,0
185,,-0.1382247100894721,,1.3727888234987706,,,,0
186,0.3207289642069219,0.8758555613548004,,,0.42100106213613264,,,0
187,0.16462195863422094,,,-0.06083645649664179,-0.27043833452977767,-0.6531116761292177,,1
188,,0.6257972895112832,0.21895438229018352,-0.7005208982616279,,,,1
189,,-0.000537204328291733,-0.878540993926624,,,-0.882357663352654,0.3978646609208839,1
190,-0.5629269574056315,-1.178836525195834,,,,,-0.5625714859374918,0
191,,-0.17056637022926505,-1.5626482096909518,,0.5402321463455287,0.8439396469013324,-1.0781614710026273,0
192,,,,,0.4694662154134805,,0.48129957848194166,1
193,0.027258504691867302,-0.0073586301664266725,,,-0.4277638981743308,-1.7006593940684986,,0
194,0.2929624545420805,,0.7485344784893893,,-1.4697239314506767,-1.0121976794078023,0.6846138213413445,0
195,1.1645908352214445,,,-1.143723679768421,-2.0489387181971064,-1.2453378511563695,,0
196,,,,,,-0.8467423577451477,-0.394237209173145,1
197,,0.4087533912501566,0.19427330640508952,-1.3770494685661774,0.0035263282757359324,,,1
198,-0.6665861839874765,,,,0.30148850828669904,-0.43188018543993834,-1.3871176784166277,1
199,-1.3594846178296496,1.9755198037115222,0.6757856149983449,0.3709271858407331,,0.7929239556956025,,0
200,0.6618930670433275,,,0.6319695698416893,,1.0714509122875746,-2.378283789691697,0
201,-1.0328542806588357,,-0.9960043039617885,,0.8934722677127775,-0.06510928463317109,-1.1582093280830101,0
202,-0.40983645502608607,,,,0.13693456769182677,-0.12937377451337095,-0.6938358047288895,1
203,,,-0.049038033815951704,0.7055493253013307,,,,0
204,,,-1.8638987898359387,0.03800525896037309,,1.4786758264066282,-0.0810049639472049,1
205,-0.19065124542514875,,,,-0.34148846605087,0.563672963311373,,1
206,,,-0.32171854450399934,,-0.2638860184626362,,,0
207,,-0.4985354357337008,-0.4275230441746194,1.202208118437033,0.674301294552762,0.5009541928868201,-0.6471673402844911,0
208,0.19671307023699075,,,,0.7793573683998549,,,1
209,-0.5274562174494116,,-1.006834069806017,1.1047446438692436,-0.5720751627184231,,-0.22264824205756026,0
210,0.262492719475856,,0.5421958868139825,,,0.26918938650782004,,1
211,,-0.15023608617187362,,,,,-1.1681831180233941,1
212,,,,,-0.8257008896788599,0.3738013056328938,0.24777521510281422,0
213,,,-1.056995238187371,-1.98850755973524,0.0962262082013074,,1.0785298929604106,0
214,0.5874097116458334,,-0.8236031669072894,0.8254835438718428,,-0.615924208683882,,0
215,,-0.7007921879889026,0.5507954611725636,,0.7339466978717217,,,0
216,,,0.6261730525147187,,-0.387757372099342,0.3437166975860948,-0.3925136050729733,0
217,1.2476771090977938,,0.7095566567178895,0.522628658930215,,-0.780404571011237,-0.39789136633660693,1
218,0.7250109432634861,,,,0.889313255536785,-0.09202624126192387,,1
219,,0.8944476501646197,-1.1447768237091116,0.6436613974294485,-1.2931709871513624,-0.43823884976133304,-0.23412079091153115,0
220,,,,-0.6114638577133157,-0.6109555899850926,0.26424598199262017,0.9601980319029118,0
221,,,,-0.24106524005639432,1.1430606770571339,,0.6349008375914912,0
222,-0.5906320651780138,,0.07381252435506779,,-2.3276926371399576,-0.23190295486566004,0.14438480040588667,0
223,,-1.17415953725808,,,,,0.37773702157231215,1
224,,1.8253215955318818,0.36514695548113835,,2.0061873071292395,-0.34344901668652583,,1
225,,1.5913317028579335,0.6344341405327862,,-1.4420610358041261,,,0
226,0.7389715803300904,-0.07553406537393476,,-0.10850144254836987,,,,0
227,-0.9538786186703809,,2.7985979780354877,,-0.44340889913578213,,,1
228,0.41339784193416723,,,,,-0.37999023166282564,-0.22883221119411412,0
229,-0.2379950536590903,,,,,,,1
230,0.34020955901627825,0.17633666798823086,-0.7858546797197946,,,,,0
231,0.7765380946678895,,,,-1.3110058789548542,1.0353957327728587,-0.0367902378636369,1
232,,2.260734607468527,,0.020401220843971633,1.057537129730116,,-0.6960610568973032,1
233,,,,0.8215572768058137,-0.0029059335891604672,-0.9916176393546023,1.7121540710765784,0
234,1.4953837306433508,-1.4912490775822955,,-1.180478502398832,,-1.5174529983531122,-1.1104243629191075,1
235,,0.6668724565063636,,,,,-1.9547460453783225,1
236,0.6707812105786576,0.7091870745977145,0.23969158266516877,-1.917505390948416,0.43617403296999063,,,0
237,-0.9034489979240968,-0.8016699891671716,0.4295251672696382,-0.671878288380545,,,-0.7697692252780692,0
238,,0.7649362709596591,,-1.9183157189713314,,1.4294833357892256,0.9705257898440843,1
239,1.196580819989116,,,,,0.062467105739340334,,1
240,-0.3809851618033411,-0.9903671017939332,,,-0.9224599607763281,,0.7604051726611388,1
241,0.5215395640671433,,1.21659072703731,,-1.5495160706185793,-0.11688621510448571,-1.458048317350821,1
242,1.2264377474826267,,-1.4301277907096146,1.2182817362442855,,,-1.3021828908991009,0
243,,,0.0027799048486916596,,1.3235349187671912,,,1
244,1.05428826263902,,,1.0679251816229183,1.142063225178138,,,0
245,,-1.7194800682464482,,,-2.1598506441507945,-0.6324944832836221,-0.32133515085174036,1
246,,0.8201014335084803,,,,,-1.8372533913077849,1
