InstanceId,X3,X5,X6,X8,X9,y
0,,,-0.14944993707188436,,,0
1,,,-0.9512190052272814,,,0
2,,-0.2224967440789436,-1.2303744006692952,,-0.49378038932452495,1
3,-0.20678986163170768,,-0.777376219079174,,0.32504049957296904,1
4,-0.6062699207423654,0.45550421999136287,-0.8376449460249225,-0.6823497113288696,1.4876696461709589,1
5,,0.7395770559603351,0.6112518344751409,,,0
6,-2.8093946009647865,,,,0.9911361568908433,0
7,,-1.5122449731580738,,-0.29282114250919195,0.8565823941580236,0
8,,-1.0904943018175457,,,0.9418187295974634,1
9,-0.4804093841700911,,,2.8212793285546485,0.9165035758368795,0
10,,1.7515718167050387,0.30827355780919424,-0.7691564891407966,0.86919689686113,1
11,,-0.3389001908941558,-1.6556494213064283,,,0
12,,,,0.6789920328412715,0.5942579059610194,1
13,,0.34444678559505965,-1.9341786916372248,-0.9411234695640117,0.7072457911395472,0
14,-1.6993464065111257,,,,,1
15,-1.9342134382765905,0.38639082679942566,,,1.1920419599257517,0
16,0.8945409942817496,,0.054347419750672935,,,1
17,-0.1663024680728536,,0.05248465922416816,,,1
18,,-1.1445457505339167,,-0.34152511732780194,,1
19,,,,,0.9984670274090774,1
20,0.48641680300973783,-0.29938052300543166,,,,1
21,,-0.23659248195337748,0.8772403557036004,1.1313620695436797,,0
22,,,,0.1067074483933862,-1.300605552503237,0
23,-0.09689379930648791,-0.2643907459389638,,0.08671629225602386,-0.3947223262564873,1
24,,0.3226186981878792,1.474609003057447,1.2386949557913716,0.7213829529341239,0
25,0.8521855200703377,,0.3606683096289574,,-0.38226523800271406,0
26,,,0.3297139557321965,-0.5381659750202948,,1
27,-1.8475096208012112,-2.039731279453685,,,,0
28,0.9796003173154482,,0.9035118945888491,-1.1637317502932552,,0
29,,,-1.4080285987580905,,,1
30,,,0.09414863754946715,,,1
31,-1.4942891256846655,-1.0965241272473927,,0.9887515323341194,0.32674702422191343,0
32,,1.5191493963898461,,,,1
33,,,-1.055219429464924,1.3656084432830033,0.7717268708898646,1
34,,0.4462368232311453,0.13298864472469565,,,1
35,-0.007629533462705994,-0.9348450754860573,,-2.11358061851219,-0.8289938857910636,1
36,,-1.6033288596038713,-0.23011892863202443,,-0.10882396591109839,0
37,,-0.29652739298440445,-0.38592252126262033,-0.028095677762670045,,0
38,0.9849916744994266,,,0.33884658263471973,,1
39,0.4988476122496635,0.9895585304034421,1.0220496677020028,1.1501294092579897,0.26206074975125493,0
40,-0.6135351451715676,,,0.7073672407271766,,0
41,1.8087758963642995,-0.21858440550098363,,-1.1889216411134347,0.017657813089219262,0
42,,-0.8294981588496244,0.07193258684221226,,0.07586140568910431,0
43,-1.6330883682836905,,-1.1466639752211223,,,1
44,,,,,,1
45,,-0.6460545779823976,,,,0
46,0.34533006087087426,,,-0.2136461481278342,,0
47,,,,0.6806971863574913,0.16138723457851087,1
48,0.07691085257027665,,,0.745009284290038,,0
49,-1.625091540183349,-1.1842690864400374,,,-0.8465692840555917,0
50,,-0.6228016922263285,-0.8211276577950486,,,1
51,0.5181684248356551,,1.2624126180677484,-0.5206572241941417,-0.6831199009239118,1
52,0.01767358379312171,,,,-0.8078923884996995,1
53,,0.06534685207760267,-0.46993396836254464,,,0
54,,1.2337851371036475,,-0.21992944276477125,1.1825734978474545,1
55,-0.8038153868342026,0.053205343724883454,1.2922241940972428,0.3058682973389136,,1
56,0.5219401296429586,-1.407054894628968,-1.1068334676677167,0.2893953497530482,,0
57,-0.4376308929062992,,,,0.6034086457747374,0
58,,-1.9705535422985623,1.9441470148798137,,0.916572143672788,1
59,,0.36378693273332646,1.8267100552079598,0.2897255555982747,-0.267706432416384,0
60,-0.8170932552451686,,,0.40244172805590583,,0
61,-0.9726501400526532,,0.9508220267106545,,,1
62,,-1.6462259517089493,0.6086872726340092,,0.9163853234622581,0
63,1.206268527340153,,-0.05039056321697979,0.5161245673624324,-1.2807784157728186,0
64,,,-0.7901245393379754,,0.23318384044679047,1
65,,0.3268614788680236,-0.6471083251414127,1.1579599866132908,,1
66,,,,,-1.9354967619967725,1
67,0.29412717108058867,,,,0.705897087991413,1
68,1.0180160587482692,,-0.7188726205901619,,-1.522748463605501,1
69,,,-0.10897385939874425,1.0121718589496067,,0
70,,0.40461629659520904,2.168208575307975,,,0
71,0.10257424738762753,,,1.4102428259693458,0.12816037440107383,0
72,-0.29697525497095295,1.1706570081838639,-1.329728017360766,0.7944506795279516,0.5006638728336384,1
73,0.5553444497982796,-0.16806728650548589,0.6915150685335331,1.2183028220497993,-0.6866500032205688,0
74,,-2.0373961174363293,0.7219865150123183,0.10757942600311642,-0.6147594553521492,1
75,,,,,-0.08384222898343861,0
76,,-0.017333308471231455,-0.7951668130469087,,-0.10763667020053543,0
77,,-2.081026409902858,-1.5654989032811228,,,0
78,-0.46891732895117966,0.09197750192334235,0.8884990361961996,,,1
79,0.43821911158042903,0.8535468770075226,,,0.34118147817389627,0
80,1.0025832420859873,,0.007502100840162164,0.996497583290228,,1
81,-0.1967062906547679,,,,-0.5350630152848607,0
82,0.7496021833804863,0.14033301555949723,-0.8583782046061393,,,1
83,0.7330671576839628,0.6306811371614544,,,,1
84,-1.0659445943391352,-0.4861264246410506,,-0.49777681736967544,-0.6972121698744748,1
85,0.418892748474249,0.24200274105820813,-0.1685410695147618,-0.8740567957684076,-0.1463146137085359,1
86,1.2881718134573308,,,,-1.6597909853524737,0
87,-0.8101637862888355,,1.0135608733046098,,,1
88,,-0.30563993600625144,-0.027904992224137046,,,1
89,0.2243304120564601,1.0425537090775252,-0.7870507418813038,,,0
90,,,-0.6372874131164903,,-0.737094962761407,0
91,,0.2878598904255207,,,-0.4169928393170134,0
92,0.9156364995327123,,0.2606416872273129,0.2991159176582663,-1.7007747900534465,0
93,,-1.3647496742962248,,1.0187151217089232,,0
94,-0.9464212174603595,,,,,1
95,1.448342254141554,,0.42033563192780693,-0.5107757739703885,-0.014329915133437924,0
96,,-0.8555159795322937,,0.6372041964066953,-1.4578506710109915,1
97,0.9986063113579127,1.587184461847228,,,,1
98,-1.10796618381108,,0.24614631094559972,-0.1769197350895616,,1
99,-0.5454026087534214,,0.4585211200799728,-1.432450243631108,,0
100,,-0.42593808572874553,0.1778135713716276,,-0.7185087521875184,1
